# k-point: 0.000000  0.000000  0.000000
# band     ipr_up            ipr_norm_up       ipr_dw            ipr_norm_dw       Energy_up(eV)   Energy_dw(eV)
   245   6.7143146736e-06   3.8649675504e-02   6.7143086650e-06   3.8649601328e-02       5.935000       5.935000
   246   6.7159296738e-06   3.8663210913e-02   6.7159340286e-06   3.8663223584e-02       5.935000       5.935000
   247   6.5323691112e-06   3.7124779332e-02   6.5323693151e-06   3.7124758142e-02       5.955000       5.955000
   248   5.3763108974e-06   2.7435789276e-02   5.3763129915e-06   2.7435789767e-02       5.967700       5.967700
   249   5.3758459130e-06   2.7431892215e-02   5.3758464144e-06   2.7431879360e-02       5.967700       5.967700
   250   6.3700423916e-06   3.5764309804e-02   6.3700433498e-06   3.5764295756e-02       6.000000       6.000000
   251   6.3698746743e-06   3.5762904156e-02   6.3698811685e-06   3.5762936506e-02       6.000000       6.000000
   252   7.3931151951e-06   4.4338741525e-02   7.3931188027e-06   4.4338744514e-02       6.052300       6.052300
   253   7.3924216228e-06   4.4332928656e-02   7.3924253979e-06   4.4332933052e-02       6.052300       6.052300
   254   6.9029034961e-06   4.0230249219e-02   6.9029034766e-06   4.0230224285e-02       6.374900       6.374900
   255   6.5241710522e-06   3.7056070930e-02   6.5241711238e-06   3.7056048673e-02       6.397100       6.397100
   256   6.5237660522e-06   3.7052676602e-02   6.5237659855e-06   3.7052653187e-02       6.397100       6.397100
   257   5.7621743944e-06   3.0669733329e-02   5.7621752616e-06   3.0669721588e-02       6.833700       6.833700
   258   5.7626487223e-06   3.0673708698e-02   5.7626501534e-06   3.0673701681e-02       6.833800       6.833800
   259   4.8185130322e-06   2.2760853443e-02   4.8185129187e-06   2.2760838249e-02       6.891600       6.891600
   260   5.3147161922e-06   2.6919560526e-02   5.3147168002e-06   2.6919548873e-02       6.910200       6.910200
   261   5.3912144214e-06   2.7560696564e-02   5.3912142531e-06   2.7560678017e-02       6.948000       6.948000
   262   5.3906754018e-06   2.7556179010e-02   5.3906750077e-06   2.7556158574e-02       6.948000       6.948000
   263   5.7346705600e-06   3.0439222118e-02   5.7346703489e-06   3.0439201480e-02       7.141700       7.141700
   264   7.3924565870e-06   4.4333221693e-02   7.3924600088e-06   4.4333223128e-02       7.342200       7.342200
   265   7.3922247213e-06   4.4331278414e-02   7.3922276333e-06   4.4331275577e-02       7.342300       7.342300
   266   5.9590562447e-06   3.2319811385e-02   5.9590572919e-06   3.2319800158e-02       7.413500       7.413500
   267   5.9584117265e-06   3.2314409640e-02   5.9584124793e-06   3.2314395949e-02       7.413600       7.413600
   268   6.1692833775e-06   3.4081737017e-02   6.1692848472e-06   3.4081728269e-02       7.418300       7.418300
   269   6.5930010835e-06   3.7632939362e-02   6.5930003762e-06   3.7632910229e-02       7.431100       7.431100
   270   5.9215249661e-06   3.2005259591e-02   5.9215221283e-06   3.2005215993e-02       7.444000       7.444000
   271   5.9229795724e-06   3.2017450729e-02   5.9229792126e-06   3.2017427892e-02       7.444100       7.444100
   272   5.6174174098e-06   2.9456516756e-02   5.6174165316e-06   2.9456491118e-02       7.521000       7.521000
   273   5.7733094060e-06   3.0763056499e-02   5.7733102475e-06   3.0763044486e-02       7.551900       7.551900
   274   5.7731480691e-06   3.0761704325e-02   5.7731468119e-06   3.0761674724e-02       7.552000       7.552000
   275   7.6574160726e-06   4.6553862307e-02   7.6574140237e-06   4.6553816553e-02       7.681000       7.681000
   276   7.6581991789e-06   4.6560425565e-02   7.6581972416e-06   4.6560380743e-02       7.681000       7.681000
   277   5.3920875343e-06   2.7568014172e-02   5.3920870084e-06   2.7567992625e-02       7.812900       7.812900
   278   5.7604000598e-06   3.0654862529e-02   5.7603997705e-06   3.0654841105e-02       7.826700       7.826700
   279   6.3089395897e-06   3.5252203724e-02   6.3089412596e-06   3.5252195949e-02       7.833300       7.833300
   280   6.3070555712e-06   3.5236413658e-02   6.3070547699e-06   3.5236385180e-02       7.833300       7.833300
   281   6.0187590548e-06   3.2820184053e-02   6.0187534824e-06   3.2820117045e-02       7.864000       7.864000
   282   6.0191553457e-06   3.2823505389e-02   6.0191575742e-06   3.2823503760e-02       7.864000       7.864000
   283   7.9210355796e-06   4.8763272483e-02   7.9210396739e-06   4.8763276884e-02       7.877400       7.877400
   284   5.8537613349e-06   3.1437328719e-02   5.8537622416e-06   3.1437316847e-02       7.892800       7.892800
   285   7.2155899677e-06   4.2850892434e-02   7.2155812744e-06   4.2850793225e-02       7.918000       7.918000
   286   7.2139868087e-06   4.2837456266e-02   7.2139845688e-06   4.2837411152e-02       7.918000       7.918000
   287   8.1049504179e-06   5.0304673269e-02   8.1049428964e-06   5.0304579388e-02       7.928600       7.928600
   288   1.0558502506e-05   7.0868033751e-02   1.0558494508e-05   7.0867923480e-02       7.962700       7.962700
   289   9.2402805367e-06   5.9819939974e-02   9.2402939393e-06   5.9820015725e-02       7.979800       7.979800
   290   9.2438874364e-06   5.9850169608e-02   9.2438847781e-06   5.9850110732e-02       7.979900       7.979900
   291   1.0198466167e-05   6.7850548587e-02   1.0198457899e-05   6.7850437875e-02       7.999600       7.999600
   292   1.0209375725e-05   6.7941982214e-02   1.0209390915e-05   6.7942068050e-02       7.999600       7.999600
   293   8.3109167089e-06   5.2030888543e-02   8.3109347021e-06   5.2031007461e-02       8.003000       8.003000
   294   1.0011560214e-05   6.6284079097e-02   1.0011635404e-05   6.6284668796e-02       8.019600       8.019600
   295   1.0001030269e-05   6.6195827019e-02   1.0001044982e-05   6.6195909913e-02       8.019600       8.019600
   296   1.4508324538e-05   1.0397171826e-01   1.4508326848e-05   1.0397167443e-01       8.020600       8.020600
   297   9.1555903919e-06   5.9110147024e-02   9.1555940278e-06   5.9110141347e-02       8.032200       8.032200
   298   7.6089656354e-06   4.6147796419e-02   7.6089630180e-06   4.6147746145e-02       8.050100       8.050100
   299   7.6083409408e-06   4.6142560818e-02   7.6083315839e-06   4.6142454063e-02       8.050100       8.050100
   300   1.0121063945e-05   6.7201836133e-02   1.0121058732e-05   6.7201751416e-02       8.055300       8.055300
   301   1.0126042529e-05   6.7243561925e-02   1.0126034834e-05   6.7243456381e-02       8.055400       8.055400
   302   9.1269564162e-06   5.8870164035e-02   9.1269549315e-06   5.8870115587e-02       8.108400       8.108400
   303   7.7726266031e-06   4.7519448357e-02   7.7726303079e-06   4.7519450243e-02       8.109500       8.109500
   304   7.7805515006e-06   4.7585867376e-02   7.7805473757e-06   4.7585803601e-02       8.109500       8.109500
   305   8.6791314861e-06   5.5116917664e-02   8.6791674807e-06   5.5117185594e-02       8.130500       8.130500
   306   8.6585680636e-06   5.4944574444e-02   8.6586031143e-06   5.4944834566e-02       8.130600       8.130600
   307   7.3296397313e-06   4.3806750030e-02   7.3296401769e-06   4.3806726839e-02       8.136700       8.136700
   308   9.0061360198e-06   5.7857561378e-02   9.0061332094e-06   5.7857502429e-02       8.174500       8.174500
   309   8.1821656249e-06   5.0951818338e-02   8.1821503205e-06   5.0951658839e-02       8.178500       8.178500
   310   8.1833178501e-06   5.0961475204e-02   8.1833061872e-06   5.0961346218e-02       8.178500       8.178500
   311   8.7507375376e-06   5.5717052080e-02   8.7507238673e-06   5.5716903405e-02       8.202800       8.202800
   312   8.1651588152e-06   5.0809283293e-02   8.1651622769e-06   5.0809281159e-02       8.222100       8.222100
   313   8.1632719786e-06   5.0793469607e-02   8.1632688666e-06   5.0793412389e-02       8.222100       8.222100
   314   7.5112552817e-06   4.5328880353e-02   7.5112325049e-06   4.5328661615e-02       8.234000       8.234000
   315   8.9766273433e-06   5.7610247471e-02   8.9767558097e-06   5.7611288909e-02       8.243300       8.243300
   316   8.9781834835e-06   5.7623289571e-02   8.9782003871e-06   5.7623395987e-02       8.243300       8.243300
   317   7.8924061380e-06   4.8523327494e-02   7.8924035025e-06   4.8523275637e-02       8.247000       8.247000
   318   6.5919332518e-06   3.7623989804e-02   6.5919653919e-06   3.7624235971e-02       8.250600       8.250600
   319   6.5893034560e-06   3.7601949334e-02   6.5893231932e-06   3.7602091566e-02       8.250600       8.250600
   320   7.3355856219e-06   4.3856582879e-02   7.3355542366e-06   4.3856292881e-02       8.267100       8.267100
   321   7.5327985529e-06   4.5509435742e-02   7.5265511646e-06   4.5457048102e-02       8.267100       8.267100
   322   7.5273111465e-06   4.5463445474e-02   7.5299831083e-06   4.5485811401e-02       8.267100       8.267100
   323   6.7843047099e-06   3.9236266004e-02   6.7843075031e-06   3.9236265242e-02       8.292900       8.292900
   324   6.8569834436e-06   3.9845390630e-02   6.8569773624e-06   3.9845315125e-02       8.316200       8.316200
   325   6.8562864713e-06   3.9839549266e-02   6.8563058264e-06   3.9839686947e-02       8.316200       8.316200
   326   5.8098197088e-06   3.1069051436e-02   5.8098220252e-06   3.1069051600e-02       8.326400       8.326400
   327   6.7141815796e-06   3.8648560036e-02   6.7142657201e-06   3.8649241404e-02       8.333700       8.333700
   328   6.7174903287e-06   3.8676290851e-02   6.7175735996e-06   3.8676964914e-02       8.333800       8.333800
   329   6.1923366899e-06   3.4274948147e-02   6.1923443332e-06   3.4274991025e-02       8.337300       8.337300
   330   6.1929266680e-06   3.4279892787e-02   6.1929333910e-06   3.4279927949e-02       8.337300       8.337300
   331   6.5165169226e-06   3.6991921232e-02   6.5165178803e-06   3.6991906439e-02       8.349900       8.349900
   332   1.0497089778e-05   7.0353330159e-02   1.0497077284e-05   7.0353182521e-02       8.351800       8.351800
   333   6.3047901207e-06   3.5217426787e-02   6.3047911185e-06   3.5217413400e-02       8.374300       8.374300
   334   6.3043014856e-06   3.5213331508e-02   6.3043077331e-06   3.5213362122e-02       8.374300       8.374300
   335   7.6004734907e-06   4.6076623269e-02   7.6004798501e-06   4.6076648273e-02       8.384100       8.384100
   336   7.5970885544e-06   4.6048253924e-02   7.5971192657e-06   4.6048483040e-02       8.384100       8.384100
   337   7.4947380253e-06   4.5190448282e-02   7.4947351859e-06   4.5190396724e-02       8.386600       8.386600
   338   6.7629450659e-06   3.9057249605e-02   6.7630511711e-06   3.9058114814e-02       8.414500       8.414500
   339   6.8661430420e-06   3.9922157749e-02   6.8661588819e-06   3.9922265919e-02       8.414500       8.414500
   340   6.8300834897e-06   3.9619940578e-02   6.8300817814e-06   3.9619901857e-02       8.414700       8.414700
   341   7.0654700800e-06   4.1592729063e-02   7.0654638901e-06   4.1592651593e-02       8.470900       8.470900
   342   7.0669450654e-06   4.1605091000e-02   7.0669408032e-06   4.1605029679e-02       8.470900       8.470900
   343   7.8822284476e-06   4.8438027689e-02   7.8822131219e-06   4.8437869525e-02       8.506400       8.506400
   344   7.8822440075e-06   4.8438158097e-02   7.8822350854e-06   4.8438053603e-02       8.506500       8.506500
   345   1.4451718881e-05   1.0349730301e-01   1.4451716516e-05   1.0349722029e-01       8.511600       8.511600
   346   7.0148352057e-06   4.1168355284e-02   7.0148343089e-06   4.1168322431e-02       8.537100       8.537100
   347   7.3574499958e-06   4.4039829449e-02   7.3574518936e-06   4.4039818288e-02       8.559600       8.559600
   348   7.3573975421e-06   4.4039389832e-02   7.3573971138e-06   4.4039359175e-02       8.559600       8.559600
   349   6.9302220559e-06   4.0459207633e-02   6.9302214767e-06   4.0459177869e-02       8.588000       8.588000
   350   6.2246218563e-06   3.4545531975e-02   6.2246205414e-06   3.4545499610e-02       8.600700       8.600700
   351   6.2209824327e-06   3.4515029757e-02   6.2209822405e-06   3.4515006820e-02       8.600700       8.600700
   352   9.0200574027e-06   5.7974237285e-02   9.0200575012e-06   5.7974202645e-02       8.607700       8.607700
   353   6.8666886045e-06   3.9926730140e-02   6.8666879708e-06   3.9926700241e-02       8.620700       8.620700
   354   7.5422868727e-06   4.5588957893e-02   7.5422911326e-06   4.5588965595e-02       8.766200       8.766200
   355   7.5421279915e-06   4.5587626300e-02   7.5421278950e-06   4.5587597492e-02       8.766200       8.766200
   356   7.5201101577e-06   4.5403093576e-02   7.5201105792e-06   4.5403069219e-02       8.875100       8.875100
   357   7.5197256989e-06   4.5399871404e-02   7.5197275832e-06   4.5399859310e-02       8.875200       8.875200
   358   7.5208768267e-06   4.5409519072e-02   7.5208769225e-06   4.5409491983e-02       8.898600       8.898600
   359   6.7576280546e-06   3.9012687429e-02   6.7576317145e-06   3.9012694066e-02       9.037000       9.037000
   360   6.7572316327e-06   3.9009364995e-02   6.7572343463e-06   3.9009363702e-02       9.037000       9.037000
   361   6.9192609410e-06   4.0367341901e-02   6.9192611947e-06   4.0367319173e-02       9.080600       9.080600
   362   7.3141388165e-06   4.3676835976e-02   7.3141384336e-06   4.3676805919e-02       9.092100       9.092100
   363   7.6343238370e-06   4.6360324959e-02   7.6343222631e-06   4.6360283302e-02       9.111100       9.111100
   364   7.6351940874e-06   4.6367618577e-02   7.6351926788e-06   4.6367578302e-02       9.111100       9.111100
   365   8.4513341899e-06   5.3207735488e-02   8.4513347107e-06   5.3207707260e-02       9.193600       9.193600
   366   7.8993544368e-06   4.8581561584e-02   7.8993528888e-06   4.8581518806e-02       9.200800       9.200800
   367   7.8982841827e-06   4.8572591723e-02   7.8982832192e-06   4.8572553850e-02       9.200900       9.200900
   368   8.0250350565e-06   4.9634898052e-02   8.0250345370e-06   4.9634863258e-02       9.218500       9.218500
   369   8.3776259939e-06   5.2589982878e-02   8.3776314134e-06   5.2589996079e-02       9.261200       9.261200
   370   8.3771949219e-06   5.2586370039e-02   8.3771998710e-06   5.2586379300e-02       9.261200       9.261200
   371   1.0309673518e-05   6.8782583755e-02   1.0309672037e-05   6.8782529366e-02       9.294500       9.294500
   372   1.0311603539e-05   6.8798759369e-02   1.0311599763e-05   6.8798685736e-02       9.294500       9.294500
   373   1.0080227575e-05   6.6859584178e-02   1.0080224357e-05   6.6859516389e-02       9.308000       9.308000
   374   9.2285147664e-06   5.9721330380e-02   9.2285167103e-06   5.9721310154e-02       9.341300       9.341300
   375   9.2318441907e-06   5.9749234476e-02   9.2318545779e-06   5.9749284997e-02       9.341300       9.341300
   376   1.1572106475e-05   7.9363106627e-02   1.1572108596e-05   7.9363076041e-02       9.403200       9.403200
   377   1.7751269337e-05   1.3115102423e-01   1.7751337202e-05   1.3115151345e-01       9.517700       9.517700
   378   1.7742881364e-05   1.3108072415e-01   1.7742905248e-05   1.3108084479e-01       9.517800       9.517800
   379   1.0898844144e-05   7.3720456491e-02   1.0898841164e-05   7.3720386566e-02       9.547400       9.547400
   380   1.2336237150e-05   8.5767329543e-02   1.2336244096e-05   8.5767335544e-02      10.116600      10.116600
   381   8.5698920323e-06   5.4201375550e-02   8.5698954675e-06   5.4201371150e-02      10.271100      10.271100
   382   8.5691729803e-06   5.4195349134e-02   8.5691721379e-06   5.4195308886e-02      10.271200      10.271200
   383   8.0767765384e-06   5.0068546372e-02   8.0767657413e-06   5.0068425181e-02      10.487400      10.487400
   384   8.0745242696e-06   5.0049669979e-02   8.0745337106e-06   5.0049718415e-02      10.487500      10.487500
   385   6.5412502376e-06   3.7199212561e-02   6.5412479627e-06   3.7199170551e-02      10.529100      10.529100
   386   7.6384088274e-06   4.6394561497e-02   7.6384193321e-06   4.6394621051e-02      10.530100      10.530100
   387   7.6365441344e-06   4.6378933398e-02   7.6365466997e-06   4.6378926422e-02      10.530200      10.530200
   388   6.5693853995e-06   3.7435014962e-02   6.5693846142e-06   3.7434985295e-02      10.565600      10.565600
   389   6.4767146012e-06   3.6658335699e-02   6.4767178881e-06   3.6658340628e-02      10.603100      10.603100
   390   6.4757954342e-06   3.6650632107e-02   6.4758024958e-06   3.6650668677e-02      10.603100      10.603100
   391   5.2979717290e-06   2.6779224222e-02   5.2979684482e-06   2.6779180061e-02      10.628000      10.628000
   392   7.5061087043e-06   4.5285746593e-02   7.5061316218e-06   4.5285910848e-02      10.632100      10.632100
   393   7.5020993922e-06   4.5252144319e-02   7.5020962625e-06   4.5252090291e-02      10.632200      10.632200
   394   6.9636853656e-06   4.0739665546e-02   6.9636772947e-06   4.0739572826e-02      10.642700      10.642700
   395   8.3909028959e-06   5.2701257353e-02   8.3909039766e-06   5.2701234124e-02      10.674500      10.674500
   396   7.2242544550e-06   4.2923509998e-02   7.2242614134e-06   4.2923541922e-02      10.730700      10.730700
   397   7.2242318457e-06   4.2923320508e-02   7.2242272588e-06   4.2923255671e-02      10.730800      10.730800
   398   8.0650237838e-06   4.9970045863e-02   8.0650268834e-06   4.9970041200e-02      10.790200      10.790200
   399   8.0624944267e-06   4.9948847177e-02   8.0624891961e-06   4.9948772711e-02      10.790200      10.790200
   400   8.5757962678e-06   5.4250859286e-02   8.5757969161e-06   5.4250831498e-02      10.794700      10.794700
   401   7.1991618157e-06   4.2713207152e-02   7.1991618037e-06   4.2713180784e-02      10.820600      10.820600
   402   7.2013963398e-06   4.2731934827e-02   7.2013942373e-06   4.2731890927e-02      10.820700      10.820700
   403   7.3596154321e-06   4.4057978094e-02   7.3596157115e-06   4.4057953358e-02      10.840400      10.840400
   404   9.0713990247e-06   5.8404534357e-02   9.0714154794e-06   5.8404636540e-02      10.864100      10.864100
   405   9.0624070735e-06   5.8329172299e-02   9.0624103187e-06   5.8329163818e-02      10.864100      10.864100
   406   7.7157782464e-06   4.7042999025e-02   7.7157818196e-06   4.7043000096e-02      10.878100      10.878100
   407   7.7200388261e-06   4.7078707188e-02   7.7200413263e-06   4.7078699244e-02      10.878200      10.878200
   408   8.8064729462e-06   5.6184173730e-02   8.8064688021e-06   5.6184104612e-02      10.914700      10.914700
   409   8.8045726982e-06   5.6168247643e-02   8.8045585496e-06   5.6168094686e-02      10.914700      10.914700
   410   1.0085488677e-05   6.6903677770e-02   1.0085489148e-05   6.6903640878e-02      10.923100      10.923100
   411   8.5077223906e-06   5.3680328225e-02   8.5077223365e-06   5.3680294894e-02      10.974500      10.974500
   412   1.1799746463e-05   8.1270970389e-02   1.1799749159e-05   8.1270943485e-02      10.994500      10.994500
   413   1.1799940534e-05   8.1272596917e-02   1.1799931828e-05   8.1272474441e-02      10.994600      10.994600
   414   8.2274496259e-06   5.1331346142e-02   8.2274457088e-06   5.1331281852e-02      11.496100      11.496100
   415   8.2259896210e-06   5.1319109758e-02   8.2259884992e-06   5.1319068902e-02      11.496200      11.496200
   416   1.2900639821e-05   9.0497620638e-02   1.2900646580e-05   9.0497622216e-02      11.533700      11.533700
   417   7.4662016058e-06   4.4951282916e-02   7.4662016260e-06   4.4951255469e-02      11.698900      11.698900
   418   7.7099892111e-06   4.6994480790e-02   7.7099880238e-06   4.6994441991e-02      11.741300      11.741300
   419   7.7096413128e-06   4.6991565034e-02   7.7096394603e-06   4.6991520662e-02      11.741400      11.741400
   420   7.6533394122e-06   4.6519695583e-02   7.6533393054e-06   4.6519666126e-02      11.775400      11.775400
   421   8.8635726389e-06   5.6662729523e-02   8.8635736821e-06   5.6662703591e-02      11.825900      11.825900
   422   8.8635240495e-06   5.6662322292e-02   8.8635219476e-06   5.6662270002e-02      11.826000      11.826000
   423   9.4823576134e-06   6.1848801810e-02   9.4823550558e-06   6.1848742574e-02      11.905700      11.905700
   424   1.1711276078e-05   8.0529495034e-02   1.1711276902e-05   8.0529452883e-02      12.020500      12.020500
   425   1.1712518163e-05   8.0539905015e-02   1.1712517427e-05   8.0539849787e-02      12.020500      12.020500
   426   1.2141945242e-04   1.0000000000e+00   1.2141952439e-04   1.0000000000e+00      12.520600      12.520600
   427   5.8532107562e-06   3.1432714288e-02   5.8532117524e-06   3.1432703168e-02      13.041300      13.041300
   428   5.8516430123e-06   3.1419574936e-02   5.8516432141e-06   3.1419557167e-02      13.041400      13.041400
   429   6.4901745793e-06   3.6771144545e-02   6.4901715175e-06   3.6771096197e-02      13.113500      13.113500
   430   6.8698948406e-05   5.5814643846e-01   6.8698915725e-05   5.5814582766e-01      15.030300      15.030300
   431   1.0750208285e-04   8.8335772914e-01   1.0750219661e-04   8.8335814963e-01      16.722300      16.722300
   432   1.0750029786e-04   8.8334276905e-01   1.0750055847e-04   8.8334442028e-01      16.722300      16.722300
   433   4.2031426562e-06   1.7603399101e-02   4.2031425917e-06   1.7603387426e-02      17.215700      17.215700
   434   4.2030472037e-06   1.7602599108e-02   4.2030470202e-06   1.7602586437e-02      17.215700      17.215700
   435   4.4137964567e-06   1.9368900660e-02   4.4137963491e-06   1.9368887560e-02      17.248900      17.248900
   436   4.5726357858e-06   2.0700142167e-02   4.5726361267e-06   2.0700132025e-02      17.283100      17.283100
   437   4.5724798670e-06   2.0698835403e-02   4.5724798858e-06   2.0698822561e-02      17.283100      17.283100
   438   4.6006975466e-06   2.0935329391e-02   4.6006973911e-06   2.0935314946e-02      17.290900      17.290900
   439   4.7344571223e-06   2.2056376050e-02   4.7344572949e-06   2.2056363680e-02      17.834400      17.834400
   440   3.9383494584e-06   1.5384152155e-02   3.9383510225e-06   1.5384155467e-02      17.899400      17.899400
   441   3.9384939577e-06   1.5385363211e-02   3.9384932132e-06   1.5385347175e-02      17.899400      17.899400
   442   4.1765394336e-06   1.7380435969e-02   4.1765437065e-06   1.7380460781e-02      17.912200      17.912200
   443   4.1764685273e-06   1.7379841700e-02   4.1764677894e-06   1.7379824516e-02      17.912200      17.912200
   444   4.6410665379e-06   2.1273664218e-02   4.6410670294e-06   2.1273654991e-02      17.993800      17.993800
   445   4.3211315610e-06   1.8592270865e-02   4.3211309083e-06   1.8592253664e-02      18.043200      18.043200
   446   4.3207720206e-06   1.8589257536e-02   4.3207714665e-06   1.8589241164e-02      18.043200      18.043200
   447   4.6078422657e-06   2.0995209691e-02   4.6078424313e-06   2.0995197901e-02      18.111200      18.111200
   448   4.4934349597e-06   2.0036355511e-02   4.4934352636e-06   2.0036345458e-02      18.154900      18.154900
   449   4.4934376443e-06   2.0036378011e-02   4.4934378024e-06   2.0036366736e-02      18.154900      18.154900
   450   4.5800227075e-06   2.0762052381e-02   4.5800228252e-06   2.0762040330e-02      18.207900      18.207900
   451   5.1657589663e-06   2.5671141491e-02   5.1657578534e-06   2.5671116167e-02      18.847700      18.847700
   452   5.1692402250e-06   2.5700318119e-02   5.1692322806e-06   2.5700235522e-02      18.847800      18.847800
   453   4.8161334272e-06   2.2740909836e-02   4.8161333637e-06   2.2740895074e-02      18.855800      18.855800
   454   5.6332321808e-06   2.9589061256e-02   5.6332328798e-06   2.9589048758e-02      19.350900      19.350900
   455   5.1011689544e-06   2.5129808904e-02   5.1011644467e-06   2.5129755455e-02      19.397100      19.397100
   456   5.0999270785e-06   2.5119400671e-02   5.0999295533e-06   2.5119405749e-02      19.397100      19.397100
   457   5.3066415824e-06   2.6851886759e-02   5.3066414885e-06   2.6851869264e-02      19.406300      19.406300
   458   5.2277492350e-06   2.6190685480e-02   5.2277393440e-06   2.6190586274e-02      19.430500      19.430500
   459   5.2279105122e-06   2.6192037154e-02   5.2279061980e-06   2.6191984686e-02      19.430500      19.430500
   460   5.5934801344e-06   2.9255897081e-02   5.5934815473e-06   2.9255890766e-02      19.444200      19.444200
   461   5.5914327801e-06   2.9238738087e-02   5.5914370072e-06   2.9238755368e-02      19.444200      19.444200
   462   5.3083091414e-06   2.6865862666e-02   5.3083095760e-06   2.6865849593e-02      19.461100      19.461100
   463   5.3771924106e-06   2.7443177288e-02   5.3771906168e-06   2.7443145191e-02      19.467400      19.467400
   464   5.3791428924e-06   2.7459524388e-02   5.3791386080e-06   2.7459471406e-02      19.467400      19.467400
   465   5.6414283202e-06   2.9657753570e-02   5.6414276544e-06   2.9657729591e-02      19.487100      19.487100
   466   8.8223818982e-06   5.6317507567e-02   8.8223846237e-06   5.6317495943e-02      19.956900      19.956900
   467   6.4130809969e-06   3.6125018818e-02   6.4130698261e-06   3.6124902899e-02      20.101400      20.101400
   468   6.4110756298e-06   3.6108211723e-02   6.4110954777e-06   3.6108355782e-02      20.101400      20.101400
   469   6.1752978245e-06   3.4132144441e-02   6.1752968132e-06   3.4132114870e-02      20.118100      20.118100
   470   5.9997050982e-06   3.2660491752e-02   5.9996934759e-06   3.2660374136e-02      20.122000      20.122000
   471   6.0001118557e-06   3.2663900811e-02   6.0001030483e-06   3.2663806784e-02      20.122100      20.122100
   472   6.4507692906e-06   3.6440886565e-02   6.4507695137e-06   3.6440865948e-02      20.137800      20.137800
   473   5.4088244461e-06   2.7708287188e-02   5.4088576499e-06   2.7708548247e-02      20.145400      20.145400
   474   5.4013430361e-06   2.7645585063e-02   5.4013330694e-06   2.7645484345e-02      20.145500      20.145500
   475   5.2324856214e-06   2.6230381406e-02   5.2324809932e-06   2.6230326283e-02      20.159800      20.159800
   476   5.2331879503e-06   2.6236267664e-02   5.2331975595e-06   2.6236331863e-02      20.159800      20.159800
   477   5.7049520703e-06   3.0190149755e-02   5.7049559626e-06   3.0190163657e-02      20.196100      20.196100
   478   5.7042160589e-06   3.0183981202e-02   5.7042205217e-06   3.0183999888e-02      20.196100      20.196100
   479   6.2347598125e-06   3.4630498766e-02   6.2347622818e-06   3.4630498066e-02      20.208600      20.208600
   480   5.4438593888e-06   2.8001917048e-02   5.4438560077e-06   2.8001871310e-02      20.228300      20.228300
   481   5.2963600357e-06   2.6765716528e-02   5.2963550767e-06   2.6765658310e-02      20.253700      20.253700
   482   5.2969851530e-06   2.6770955672e-02   5.2969884394e-06   2.6770966556e-02      20.253700      20.253700
   483   4.2010055445e-06   1.7585487845e-02   4.2010000516e-06   1.7585430686e-02      20.259400      20.259400
   484   4.8479332792e-06   2.3007426216e-02   4.8479402332e-06   2.3007470107e-02      20.277400      20.277400
   485   4.8440656813e-06   2.2975011657e-02   4.8440804287e-06   2.2975120884e-02      20.277400      20.277400
   486   6.7235760574e-06   3.8727295692e-02   6.7235823870e-06   3.8727324876e-02      20.287800      20.287800
   487   5.5799027600e-06   2.9142104329e-02   5.5799021886e-06   2.9142081452e-02      20.319600      20.319600
   488   5.2169528238e-06   2.6100200141e-02   5.2169535720e-06   2.6100190156e-02      20.331900      20.331900
   489   5.2166094585e-06   2.6097322376e-02   5.2166123303e-06   2.6097330192e-02      20.331900      20.331900
   490   8.7611464431e-06   5.5804289713e-02   8.7611400606e-06   5.5804202064e-02      20.570500      20.570500
   491   7.5734219309e-06   4.5849902598e-02   7.5734181652e-06   4.5849842880e-02      20.586400      20.586400
   492   7.5756379740e-06   4.5868475382e-02   7.5756338595e-06   4.5868412729e-02      20.586400      20.586400
   493   8.6430925502e-06   5.4814873280e-02   8.6430948437e-06   5.4814858942e-02      20.592600      20.592600
   494   7.6273328109e-06   4.6301732768e-02   7.6273237790e-06   4.6301628642e-02      20.595300      20.595300
   495   7.6211559975e-06   4.6249964542e-02   7.6211611242e-06   4.6249979111e-02      20.595400      20.595400
   496   7.4688581391e-06   4.4973547474e-02   7.4688597909e-06   4.4973533689e-02      20.601600      20.601600
   497   8.1868012050e-06   5.0990669401e-02   8.1868010835e-06   5.0990637126e-02      20.620100      20.620100
   498   7.2374314439e-06   4.3033947096e-02   7.2374220636e-06   4.3033842019e-02      20.627700      20.627700
   499   7.2316871661e-06   4.2985803975e-02   7.2316827685e-06   4.2985740687e-02      20.627700      20.627700
   500   8.0183129533e-06   4.9578559719e-02   8.0183200178e-06   4.9578588523e-02      20.644100      20.644100
   501   6.8663013824e-06   3.9923484809e-02   6.8663017744e-06   3.9923463509e-02      20.656700      20.656700
   502   6.8677155134e-06   3.9935336722e-02   6.8677162421e-06   3.9935318236e-02      20.656700      20.656700
   503   6.0709598388e-06   3.3257681811e-02   6.0709573538e-06   3.3257640416e-02      20.708600      20.708600
   504   6.0711693819e-06   3.3259438004e-02   6.0711658936e-06   3.3259388199e-02      20.708700      20.708700
   505   5.4543826605e-06   2.8090113191e-02   5.4543835229e-06   2.8090102964e-02      20.746200      20.746200
   506   5.4541186211e-06   2.8087900262e-02   5.4541144560e-06   2.8087847901e-02      20.746200      20.746200
