# k-point: 0.000000  0.000000  0.000000
# band     ipr_up            ipr_norm_up       ipr_dw            ipr_norm_dw       Energy_up(eV)   Energy_dw(eV)
   116   6.9652918926e-06   3.4692595830e-02   7.0150407807e-06   4.0175214442e-02       1.006300       1.015200
   117   6.9653308111e-06   3.4692866179e-02   7.0152573196e-06   4.0176941270e-02       1.006300       1.015300
   118   7.5591105234e-06   3.8817578752e-02   7.4819490888e-06   4.3898657750e-02       1.033100       1.039300
   119   7.2327518605e-06   3.6550516317e-02   7.1907879406e-06   4.1576741412e-02       1.036100       1.044700
   120   7.2409683799e-06   3.6607592671e-02   7.1975737492e-06   4.1630856049e-02       1.036100       1.044800
   121   7.8871662679e-06   4.1096430026e-02   7.2344278778e-06   4.1924755849e-02       1.054900       1.075800
   122   7.8884558102e-06   4.1105387879e-02   7.2343937029e-06   4.1924483316e-02       1.054900       1.075800
   123   6.6583829910e-06   3.2560641877e-02   6.6867153170e-06   3.7556924663e-02       1.092900       1.096100
   124   6.0714021291e-06   2.8483157767e-02   6.0607172504e-06   3.2564791794e-02       1.115000       1.118400
   125   6.0699005281e-06   2.8472726841e-02   6.0592917402e-06   3.2553423809e-02       1.115000       1.118400
   126   5.5252592744e-06   2.4689356375e-02   5.7463932284e-06   3.0058159001e-02       1.121600       1.127900
   127   4.9751865591e-06   2.0868256061e-02   5.0072919881e-06   2.4164064766e-02       1.136200       1.139000
   128   5.9568879806e-06   2.7687681030e-02   5.9522429214e-06   3.1699743974e-02       1.137500       1.141600
   129   5.9561896499e-06   2.7682830051e-02   5.9520046214e-06   3.1697843607e-02       1.137500       1.141600
   130   5.0475203499e-06   2.1370725395e-02   5.0678707117e-06   2.4647160567e-02       1.142200       1.144900
   131   5.1701921730e-06   2.2222869718e-02   5.1813906836e-06   2.5552445764e-02       1.144900       1.150900
   132   5.1885825244e-06   2.2350618970e-02   5.1895136714e-06   2.5617223974e-02       1.145000       1.151000
   133   5.1957966353e-06   2.2400732056e-02   5.0413121717e-06   2.4435364769e-02       1.158300       1.167800
   134   5.1091341587e-06   2.1798727980e-02   4.7359631098e-06   2.2000304391e-02       1.170200       1.175000
   135   5.1112429657e-06   2.1813376886e-02   4.7358792242e-06   2.1999635430e-02       1.170200       1.175100
   136   5.0849069765e-06   2.1630432970e-02   4.8547360745e-06   2.2947480513e-02       1.190900       1.197300
   137   5.0856023305e-06   2.1635263272e-02   4.8585864465e-06   2.2978185988e-02       1.190900       1.197300
   138   4.8466299084e-06   1.9975232567e-02   4.8761569003e-06   2.3118304696e-02       1.194800       1.201800
   139   5.6353062400e-06   2.5453801662e-02   5.9425178466e-06   3.1622189635e-02       1.202000       1.208300
   140   5.6263390174e-06   2.5391510521e-02   5.9424952480e-06   3.1622009419e-02       1.202000       1.208300
   141   5.0869995437e-06   2.1644969064e-02   5.2522086478e-06   2.6117196209e-02       1.203500       1.223500
   142   5.0986287336e-06   2.1725751659e-02   5.2516071866e-06   2.6112399750e-02       1.203500       1.223500
   143   6.3685714839e-06   3.0547455602e-02   6.3190003659e-06   3.4624516415e-02       1.217700       1.250900
   144   5.5568197848e-06   2.4908592619e-02   5.5387881912e-06   2.8402575725e-02       1.435400       1.451300
   145   5.6682671322e-06   2.5682765710e-02   5.7007679854e-06   2.9694312390e-02       1.546300       1.596300
   146   5.6680950040e-06   2.5681570015e-02   5.7005892050e-06   2.9692886674e-02       1.546300       1.596300
   147   7.1352008363e-06   3.5872874546e-02   7.1581460708e-06   4.1316433018e-02       1.937100       1.958200
   148   6.0074125822e-06   2.8038652030e-02   6.9618544651e-06   3.9751070713e-02       2.195400       2.202700
   149   6.9417215735e-06   3.4528863743e-02   6.9627999560e-06   3.9758610698e-02       2.196800       2.202700
   150   6.9325748130e-06   3.4465325436e-02   5.7951917159e-06   3.0447311215e-02       2.196900       2.211900
   151   6.9397994544e-06   3.4515511672e-02   6.9134736997e-06   3.9365249698e-02       2.241400       2.244200
   152   6.0227556854e-06   2.8145233460e-02   5.9708875044e-06   3.1848428514e-02       2.242900       2.246800
   153   6.0265296568e-06   2.8171449491e-02   5.9726364386e-06   3.1862375701e-02       2.242900       2.246800
   154   7.5051036869e-06   3.8442418279e-02   7.5131884582e-06   4.4147781655e-02       2.249600       2.259800
   155   5.3276031329e-06   2.3316330731e-02   5.3276650634e-06   2.6718936810e-02       2.271100       2.276900
   156   5.3282052910e-06   2.3320513644e-02   5.3281679489e-06   2.6722947160e-02       2.271100       2.276900
   157   6.9650745669e-06   3.4691086169e-02   7.2279820846e-06   4.1873352726e-02       2.396300       2.455800
   158   6.9654767948e-06   3.4693880260e-02   7.2283430307e-06   4.1876231155e-02       2.396400       2.455800
   159   7.5086983111e-06   3.8467388468e-02   7.4763211299e-06   4.3853776591e-02       3.360200       3.427200
   160   8.2053931065e-06   4.3307004445e-02   8.1702053947e-06   4.9387280016e-02       3.721700       3.727400
   161   8.2037947981e-06   4.3295901737e-02   8.1689805969e-06   4.9377512648e-02       3.721800       3.727500
   162   4.9097652477e-06   2.0413804519e-02   4.8492253432e-06   2.2903534206e-02       3.733300       3.743700
   163   6.6952150587e-06   3.2816497187e-02   6.8029961068e-06   3.8484226494e-02       3.791500       3.793200
   164   4.5325286306e-06   1.7793316508e-02   7.1282208981e-06   4.1077789409e-02       3.798200       3.804400
   165   6.7619539389e-06   3.3280101269e-02   7.1243354686e-06   4.1046804360e-02       3.800800       3.804400
   166   6.7619721430e-06   3.3280227724e-02   4.5933563625e-06   2.0863061532e-02       3.800800       3.806800
   167   6.1085247313e-06   2.8741031286e-02   5.7092778811e-06   2.9762176066e-02       3.806400       3.809900
   168   6.1057674713e-06   2.8721877879e-02   5.7057217802e-06   2.9733817308e-02       3.806400       3.809900
   169   5.9336876174e-06   2.7526518855e-02   5.5277997032e-06   2.8314946074e-02       3.806600       3.813800
   170   6.2239306051e-06   2.9542702426e-02   6.2276740250e-06   3.3896218274e-02       3.813800       3.816600
   171   5.6190056574e-06   2.5340569066e-02   5.7941689531e-06   3.0439155012e-02       3.824800       3.829800
   172   5.6213689051e-06   2.5356985454e-02   5.7898934103e-06   3.0405058935e-02       3.824900       3.829900
   173   4.5634002984e-06   1.8007767682e-02   4.3726499171e-06   1.9102998747e-02       3.825200       3.832900
   174   6.9147453633e-06   3.4341472508e-02   6.9793450233e-06   3.9890552279e-02       3.844400       3.855200
   175   6.9148834463e-06   3.4342431707e-02   6.9792100289e-06   3.9889475741e-02       3.844400       3.855200
   176   7.9362706820e-06   4.1437535642e-02   7.9646399787e-06   4.7747962062e-02       3.965500       3.980300
   177   7.9347112856e-06   4.1426703237e-02   7.9626648277e-06   4.7732210869e-02       3.965500       3.980300
   178   7.7384188218e-06   4.0063150430e-02   7.6299512051e-06   4.5078926938e-02       3.972400       3.983800
   179   6.3824453395e-06   3.0643830849e-02   6.3380968443e-06   3.4776804677e-02       3.996200       4.015800
   180   8.4159537184e-06   4.4769671466e-02   8.3754452516e-06   5.1024001742e-02       4.355700       4.362000
   181   8.4158432795e-06   4.4768904298e-02   8.3753263279e-06   5.1023053364e-02       4.355700       4.362000
   182   6.5116970238e-06   3.1541682419e-02   6.5051195077e-06   3.6108756598e-02       4.377600       4.397800
   183   8.2218736023e-06   4.3421486813e-02   8.2605098412e-06   5.0107428879e-02       4.450500       4.451400
   184   7.8192146821e-06   4.0624401840e-02   7.9905370831e-06   4.7954483125e-02       4.455000       4.458600
   185   7.9039114590e-06   4.1212751111e-02   7.9002476629e-06   4.7234454093e-02       4.457300       4.459600
   186   7.9101629167e-06   4.1256177091e-02   7.9167676565e-06   4.7366195719e-02       4.457300       4.459600
   187   6.9585687235e-06   3.4645893089e-02   6.7344238022e-06   3.7937384460e-02       4.460900       4.467100
   188   6.9702199279e-06   3.4726828608e-02   6.7432670407e-06   3.8007906437e-02       4.460900       4.467200
   189   7.4843058515e-06   3.8297945352e-02   7.1572439999e-06   4.1309239294e-02       4.471200       4.475100
   190   7.4809126531e-06   3.8274374375e-02   7.1680449802e-06   4.1395373631e-02       4.471200       4.475100
   191   7.7070069678e-06   3.9844946833e-02   7.6885034318e-06   4.5545862079e-02       4.472600       4.476100
   192   7.8455228176e-06   4.0807152269e-02   7.9301459958e-06   4.7472883663e-02       4.482500       4.488000
   193   7.8489663193e-06   4.0831072680e-02   7.9331844823e-06   4.7497114614e-02       4.482500       4.488000
   194   8.0097066747e-06   4.1947661461e-02   7.7180403470e-06   4.5781409459e-02       4.486900       4.500000
   195   7.6123168971e-06   3.9187178780e-02   8.2351790185e-06   4.9905423730e-02       4.492700       4.500000
   196   7.6119002617e-06   3.9184284607e-02   7.7501927361e-06   4.6037814403e-02       4.492800       4.500000
   197   8.5404710967e-06   4.5634636006e-02   8.6405578658e-06   5.3138189414e-02       4.508000       4.518900
   198   7.4687970395e-06   3.8190212820e-02   8.1149755112e-06   4.8946839492e-02       4.516000       4.528000
   199   7.4670684132e-06   3.8178204854e-02   7.3707699016e-06   4.3012039556e-02       4.516100       4.528500
   200   8.1212275408e-06   4.2722345252e-02   7.3812676192e-06   4.3095755472e-02       4.517400       4.528600
   201   9.4674246825e-06   5.2073753125e-02   9.6523258607e-06   6.1206713158e-02       4.715500       4.773500
   202   9.4678062089e-06   5.2076403411e-02   9.6526394001e-06   6.1209213533e-02       4.715600       4.773600
   203   8.0612530560e-06   4.2305730291e-02   8.0500091487e-06   4.8428753685e-02       5.254900       5.259400
   204   8.0611268866e-06   4.2304853851e-02   8.0497543796e-06   4.8426721983e-02       5.254900       5.259400
   205   5.4403312408e-06   2.4099400671e-02   5.4872044202e-06   2.7991211773e-02       5.264300       5.278200
   206   5.7068138861e-06   2.5950532151e-02   5.8350955513e-06   3.0765531445e-02       5.316800       5.318100
   207   5.8663462674e-06   2.7058729695e-02   5.8506157867e-06   3.0889300321e-02       5.316800       5.318100
   208   5.0969184028e-06   2.1713870783e-02   5.0916461442e-06   2.4836761980e-02       5.317000       5.320300
   209   5.7370802367e-06   2.6160778467e-02   5.7481452654e-06   3.0072130932e-02       5.320000       5.321400
   210   5.7141203407e-06   2.6001286706e-02   5.6901563449e-06   2.9609687976e-02       5.327400       5.330000
   211   5.7119276376e-06   2.5986055014e-02   5.6879067268e-06   2.9591747997e-02       5.327400       5.330000
   212   5.6147998084e-06   2.5311352982e-02   5.5823439353e-06   2.8749918749e-02       5.338900       5.343000
   213   5.6156359147e-06   2.5317161025e-02   5.5829985523e-06   2.8755139109e-02       5.338900       5.343000
   214   5.8309621648e-06   2.6812932728e-02   5.8609778767e-06   3.0971934649e-02       5.345000       5.347300
   215   5.1249782510e-06   2.1908789549e-02   5.1108713533e-06   2.4990076828e-02       5.357600       5.360900
   216   5.1249942038e-06   2.1908900366e-02   5.1108730430e-06   2.4990090303e-02       5.357600       5.360900
   217   5.0582331713e-06   2.1445142402e-02   5.0453684663e-06   2.4467712411e-02       5.410900       5.417500
   218   5.0585099749e-06   2.1447065229e-02   5.0449790199e-06   2.4464606701e-02       5.410900       5.417600
   219   4.7817298556e-06   1.9524401967e-02   4.9673371323e-06   2.3845437665e-02       5.413400       5.423600
   220   5.3290601775e-06   2.3326452145e-02   5.3982772036e-06   2.7282045875e-02       5.425800       5.433400
   221   4.9446410604e-06   2.0656070633e-02   5.1268400843e-06   2.5117422312e-02       5.431800       5.439200
   222   5.0044528267e-06   2.1071555264e-02   4.9698484686e-06   2.3865464763e-02       5.464600       5.477900
   223   5.0054178102e-06   2.1078258557e-02   4.9706750019e-06   2.3872056100e-02       5.464600       5.477900
   224   5.8498792957e-06   2.6944341272e-02   5.8692869124e-06   3.1038196532e-02       5.528400       5.531200
   225   5.3645087876e-06   2.3572697216e-02   5.4369897964e-06   2.7590766328e-02       5.543800       5.553900
   226   5.3647743243e-06   2.3574541777e-02   5.4370754913e-06   2.7591449717e-02       5.543800       5.553900
   227   1.1764700929e-05   6.8031866921e-02   1.1377495532e-05   7.4964385394e-02       5.608800       5.644200
   228   6.2764885068e-06   2.9907797820e-02   6.2035594590e-06   3.3703912380e-02       5.745100       5.750500
   229   6.2760750161e-06   2.9904925492e-02   6.2032033237e-06   3.3701072316e-02       5.745100       5.750500
   230   8.8687496475e-06   4.7915035013e-02   8.8483106857e-06   5.4794951210e-02       5.826300       5.838100
   231   5.5336810557e-06   2.4747858588e-02   5.5440965059e-06   2.8444907824e-02       5.841700       5.843600
   232   5.5333305994e-06   2.4745424131e-02   5.5439453772e-06   2.8443702622e-02       5.841700       5.843600
   233   5.8715558938e-06   2.7094918557e-02   5.8008235829e-06   3.0492223539e-02       5.853800       5.858900
   234   5.4500577168e-06   2.4166965994e-02   5.4496271994e-06   2.7691545545e-02       5.857200       5.860700
   235   5.4493259029e-06   2.4161882422e-02   5.4484771636e-06   2.7682374380e-02       5.857200       5.860700
   236   5.9629753309e-06   2.7729967033e-02   5.8954596026e-06   3.1246915303e-02       5.863100       5.868200
   237   5.7683256274e-06   2.6377825721e-02   5.7552324067e-06   3.0128648600e-02       5.864800       5.872600
   238   5.7681702137e-06   2.6376746134e-02   5.7549176235e-06   3.0126138306e-02       5.864800       5.872600
   239   6.0327921123e-06   2.8214951868e-02   5.8779267260e-06   3.1107096262e-02       5.871800       5.878900
   240   5.6530744562e-06   2.5577229228e-02   5.6737995530e-06   2.9479247831e-02       5.882200       5.890100
   241   5.6011320738e-06   2.5216409562e-02   5.5475843421e-06   2.8472722194e-02       5.888900       5.893600
   242   5.6013312449e-06   2.5217793111e-02   5.5478538554e-06   2.8474871476e-02       5.888900       5.893600
   243   5.4959095464e-06   2.4485477412e-02   6.4839919796e-06   3.5940271370e-02       5.908000       5.918800
   244   5.4957409965e-06   2.4484306574e-02   5.4913433937e-06   2.8024218753e-02       5.908000       5.921100
   245   6.2337875077e-06   2.9611173762e-02   5.4909367565e-06   2.8020975952e-02       5.909200       5.921100
   246   5.3872446941e-06   2.3730633025e-02   5.3798798884e-06   2.7135333214e-02       5.918500       5.923500
   247   5.9754898428e-06   2.7816899549e-02   6.0335573728e-06   3.2348200522e-02       5.934700       5.946400
   248   5.9729968060e-06   2.7799581578e-02   6.0329600301e-06   3.2343436906e-02       5.934800       5.946400
   249   6.4532970000e-06   3.1136004510e-02   6.5968537431e-06   3.6840307567e-02       5.940600       5.962400
   250   5.9533228329e-06   2.7662915601e-02   5.9448442848e-06   3.1640742231e-02       5.966200       5.982400
   251   5.9533501790e-06   2.7663105561e-02   5.9448648140e-06   3.1640905944e-02       5.966200       5.982400
   252   5.7833846118e-06   2.6482433508e-02   6.4255244950e-06   3.5474012020e-02       6.008000       6.021600
   253   5.7835532417e-06   2.6483604902e-02   6.4252926308e-06   3.5472162977e-02       6.008000       6.021600
   254   6.9444628982e-06   3.4547906455e-02   6.9189860802e-06   3.9409209157e-02       6.299600       6.322400
   255   6.7844108220e-06   3.3436098832e-02   6.7081893333e-06   3.7728173024e-02       6.338400       6.381400
   256   6.7846685338e-06   3.3437889036e-02   6.7084258926e-06   3.7730059508e-02       6.338400       6.381500
   257   5.8215426427e-06   2.6747499671e-02   5.8357067909e-06   3.0770405883e-02       6.848900       6.855500
