# k-point: 0.000000  0.000000  0.000000
# band     ipr_up            ipr_norm_up       ipr_dw            ipr_norm_dw       Energy_up(eV)   Energy_dw(eV)
    39   7.0072389149e-06   3.7099136672e-02   7.0274452750e-06   4.2727642651e-02      -3.416500      -3.414900
    40   7.1821656444e-06   3.8398498013e-02   7.1577563079e-06   4.3838886336e-02      -3.404500      -3.403000
    41   6.6175653988e-06   3.4204629335e-02   6.6372255052e-06   3.9399994601e-02      -3.393700      -3.392200
    42   6.6149674434e-06   3.4185331639e-02   6.6343933331e-06   3.9375842898e-02      -3.393600      -3.392100
    43   7.3102433460e-06   3.9349863275e-02   7.2999523077e-06   4.5051480566e-02      -3.387000      -3.386500
    44   6.2673696530e-06   3.1603364139e-02   6.2544004237e-06   3.6135405683e-02      -3.374000      -3.373100
    45   6.2650425915e-06   3.1586078652e-02   6.2523839618e-06   3.6118210051e-02      -3.374000      -3.373100
    46   6.1883360987e-06   3.1016300370e-02   6.2236149360e-06   3.5872878574e-02      -3.368500      -3.367700
    47   6.1317517638e-06   3.0595990122e-02   6.1064744466e-06   3.4873948351e-02      -3.360000      -3.358200
    48   6.1320798522e-06   3.0598427173e-02   6.1061764507e-06   3.4871407154e-02      -3.360000      -3.358100
    49   6.1620617457e-06   3.0821133636e-02   6.0609674568e-06   3.4485881786e-02      -3.310600      -3.306800
    50   6.1637183870e-06   3.0833439221e-02   6.0627800171e-06   3.4501338621e-02      -3.310600      -3.306700
    51   7.6975787898e-06   4.2227003336e-02   7.7485222791e-06   4.8876717283e-02      -3.309200      -3.304800
    52   6.5510857474e-06   3.3710816360e-02   6.5360248923e-06   3.8536993676e-02      -3.292100      -3.287400
    53   6.5520787251e-06   3.3718192229e-02   6.5366862832e-06   3.8542633770e-02      -3.292100      -3.287400
    54   9.6036893872e-06   5.6385653800e-02   9.6133030923e-06   6.4778869653e-02      -3.283200      -3.282000
    55   7.7259312020e-06   4.2437605960e-02   7.4444362856e-06   4.6283585817e-02      -3.200100      -3.191000
    56   7.7233212296e-06   4.2418219002e-02   7.4419887696e-06   4.6262714317e-02      -3.200100      -3.190900
    57   7.9926521032e-06   4.4418817343e-02   8.0676639643e-06   5.1598238048e-02      -3.064500      -3.059900
    58   6.3853516784e-06   3.2479738395e-02   6.3892207638e-06   3.7285103049e-02      -2.872100      -2.870400
    59   7.7060265267e-06   4.2289753396e-02   7.7178500822e-06   4.8615156275e-02      -2.663100      -2.662300
    60   7.7054458841e-06   4.2285440364e-02   7.7172758284e-06   4.8610259253e-02      -2.663000      -2.662300
    61   7.5801193695e-06   4.1354511006e-02   7.5595599262e-06   4.7265317107e-02      -2.631800      -2.630700
    62   7.1147515736e-06   3.7897744139e-02   7.0812000613e-06   4.3186043337e-02      -2.626400      -2.624200
    63   7.1140320339e-06   3.7892399375e-02   7.0804396510e-06   4.3179558842e-02      -2.626400      -2.624200
    64   5.7285550669e-06   2.7601032165e-02   5.7366243855e-06   3.1720005548e-02      -2.603600      -2.602600
    65   7.6634420776e-06   4.1973434747e-02   5.6865840478e-06   3.1293280290e-02      -2.597200      -2.595000
    66   5.6795377430e-06   2.7236929916e-02   5.6781452142e-06   3.1221317077e-02      -2.596400      -2.595000
    67   5.6819315000e-06   2.7254710820e-02   7.6462193934e-06   4.8004316588e-02      -2.596400      -2.594100
    68   5.9937650862e-06   2.9571020668e-02   6.0288771645e-06   3.4212227792e-02      -2.559500      -2.556200
    69   5.9933097642e-06   2.9567638522e-02   6.0284369900e-06   3.4208474149e-02      -2.559400      -2.556200
    70   6.3733150499e-06   3.2390329934e-02   6.3907608897e-06   3.7298236667e-02      -2.529900      -2.525700
    71   6.1575196900e-06   3.0787395101e-02   6.1968016218e-06   3.5644224672e-02      -2.515500      -2.512300
    72   6.1570648509e-06   3.0784016542e-02   6.1960111986e-06   3.5637484239e-02      -2.515500      -2.512300
    73   6.5752459877e-06   3.3890279397e-02   6.5570137408e-06   3.8715978715e-02      -2.502700      -2.500800
    74   6.5766378291e-06   3.3900618039e-02   6.5580988860e-06   3.8725232427e-02      -2.502700      -2.500800
    75   6.1660685732e-06   3.0850896479e-02   6.1880135977e-06   3.5569283694e-02      -2.452300      -2.446100
    76   6.3631959943e-06   3.2315165266e-02   6.3739909856e-06   3.7155229205e-02      -2.424700      -2.417100
    77   6.3663188915e-06   3.2338362246e-02   6.3742635932e-06   3.7157553901e-02      -2.424700      -2.417100
    78   7.9239935481e-06   4.3908819400e-02   7.9562041392e-06   5.0647750403e-02      -2.342400      -2.337400
    79   8.9023220551e-06   5.1175874831e-02   8.8563173598e-06   5.8323578836e-02      -2.192100      -2.162500
    80   8.9033200856e-06   5.1183288234e-02   8.8569347385e-06   5.8328843610e-02      -2.191900      -2.162400
    81   5.3809229141e-06   2.5018809419e-02   5.2991682251e-06   2.7989543250e-02      -1.573800      -1.551700
    82   8.2682025931e-06   4.6465615192e-02   8.2195653592e-06   5.2893596253e-02      -1.086500      -1.083400
    83   7.2631890001e-06   3.9000342089e-02   7.2702891995e-06   4.4798524689e-02      -0.929900      -0.928100
    84   7.2634458618e-06   3.9002250066e-02   7.2704932279e-06   4.4800264567e-02      -0.929900      -0.928100
    85   6.1616359995e-06   3.0817971180e-02   6.3340401859e-06   3.6814543747e-02      -0.883600      -0.878800
    86   6.1530894132e-06   3.0754486863e-02   6.2346463353e-06   3.5966950215e-02      -0.883600      -0.878800
    87   7.5728125616e-06   4.1300235804e-02   7.5488378644e-06   4.7173883380e-02      -0.880600      -0.878600
    88   6.0570917328e-06   3.0041413024e-02   6.0640180633e-06   3.4511896216e-02      -0.859400      -0.856900
    89   6.0548339057e-06   3.0024641812e-02   6.0614824892e-06   3.4490273789e-02      -0.859400      -0.856900
    90   6.9739986552e-06   3.6852226961e-02   6.9753998132e-06   4.2283818446e-02      -0.850600      -0.847800
    91   7.3775026523e-06   3.9849467553e-02   7.3804868005e-06   4.5738248559e-02      -0.783500      -0.767500
    92   7.3771820400e-06   3.9847086034e-02   7.3800661775e-06   4.5734661644e-02      -0.783400      -0.767500
    93   5.7024868233e-06   2.7407396418e-02   5.6543772104e-06   3.1018632442e-02      -0.383000      -0.354500
    94   5.6847196046e-06   2.7275420950e-02   5.7032733641e-06   3.1435600528e-02       0.326000       0.329600
    95   5.7694050850e-06   2.7904467406e-02   5.7803102122e-06   3.2092541917e-02       0.352500       0.353600
    96   5.7677444493e-06   2.7892132150e-02   5.7785793420e-06   3.2077781704e-02       0.352500       0.353600
    97   5.7838802762e-06   2.8011989589e-02   5.8094923173e-06   3.2341395980e-02       0.368200       0.370500
    98   5.7869638153e-06   2.8034894216e-02   5.8126523318e-06   3.2368343400e-02       0.368200       0.370500
    99   7.1645476727e-06   3.8267631155e-02   7.2241201366e-06   4.4404812212e-02       0.394900       0.397200
   100   7.3002155606e-06   3.9275376565e-02   7.2139111486e-06   4.4317753786e-02       0.675600       0.686400
   101   7.0488711195e-06   3.7408382019e-02   7.0294372551e-06   4.2744629512e-02       0.817100       0.818000
   102   7.0461600265e-06   3.7388243934e-02   7.0257654813e-06   4.2713318000e-02       0.817100       0.818000
   103   7.5381523533e-06   4.1042778669e-02   7.5384862657e-06   4.7085608823e-02       0.820900       0.821000
   104   7.3258034180e-06   3.9465443988e-02   7.3241332339e-06   4.5257686449e-02       0.846300       0.847300
   105   7.3222549719e-06   3.9439086016e-02   7.3205610067e-06   4.5227223833e-02       0.846300       0.847300
   106   7.5631679500e-06   4.1228595321e-02   7.5634497323e-06   4.7298487917e-02       0.854900       0.855800
   107   8.0654218349e-06   4.4959353236e-02   8.0826031820e-06   5.1725634101e-02       0.861100       0.862000
   108   7.6694241890e-06   4.2017870061e-02   7.6711945634e-06   4.8217295484e-02       0.861500       0.862500
   109   7.6716724060e-06   4.2034569889e-02   7.6737043060e-06   4.8238697629e-02       0.861500       0.862500
   110   7.4952203946e-06   4.0723878706e-02   7.4925053178e-06   4.6693500520e-02       0.888600       0.890800
   111   7.4961134085e-06   4.0730512042e-02   7.4933738298e-06   4.6700906865e-02       0.888700       0.890900
   112   6.7642224620e-06   3.5294002691e-02   6.7656976159e-06   4.0495556645e-02       0.915000       0.916200
   113   6.7649912579e-06   3.5299713331e-02   6.7664691099e-06   4.0502135657e-02       0.915000       0.916300
   114   9.1684458135e-06   5.3152650617e-02   9.2322721998e-06   6.1529580907e-02       0.945000       0.948100
   115   7.3640739327e-06   3.9749718594e-02   7.3693519333e-06   4.5643294582e-02       1.001000       1.006000
   116   6.9338821617e-06   3.6554240364e-02   6.8925782884e-06   4.1577547501e-02       1.018400       1.020500
   117   6.9322717208e-06   3.6542277958e-02   6.8908180487e-06   4.1562536835e-02       1.018500       1.020600
   118   6.5637550254e-06   3.3804924161e-02   6.5499918636e-06   3.8656098776e-02       1.038700       1.041900
   119   6.5623263903e-06   3.3794312214e-02   6.5480308197e-06   3.8639375729e-02       1.038800       1.042000
   120   6.8566036332e-06   3.5980212984e-02   6.7890390857e-06   4.0694603958e-02       1.047400       1.049900
   121   6.7557211028e-06   3.5230854322e-02   6.7964906658e-06   4.0758148242e-02       1.048300       1.050700
   122   6.6931020094e-06   3.4765717694e-02   6.3125466503e-06   3.6631254926e-02       1.074500       1.077000
   123   6.6862830984e-06   3.4715066606e-02   6.2973016108e-06   3.6501250939e-02       1.074600       1.077100
   124   5.8181101850e-06   2.8266250445e-02   5.6404032131e-06   3.0899467427e-02       1.079500       1.080800
   125   5.8210270298e-06   2.8287916862e-02   5.6484159773e-06   3.0967797279e-02       1.079600       1.080800
   126   6.5217676290e-06   3.3493040438e-02   6.5508648837e-06   3.8663543565e-02       1.082400       1.085000
   127   5.8006302705e-06   2.8136409082e-02   5.7341044136e-06   3.1698516171e-02       1.091100       1.092000
   128   5.2806875751e-06   2.4274258116e-02   5.3275844886e-06   2.8231866502e-02       1.098800       1.102200
   129   5.2698875850e-06   2.4194035444e-02   5.2214376885e-06   2.7326686345e-02       1.098800       1.102200
   130   6.0790872508e-06   3.0204796435e-02   6.0455312300e-06   3.4354247425e-02       1.101000       1.102400
   131   7.0466695218e-06   3.7392028482e-02   6.8146039545e-06   4.0912611584e-02       1.141800       1.145300
   132   7.0456858500e-06   3.7384721736e-02   6.8106922169e-06   4.0879253751e-02       1.141800       1.145300
   133   5.3458393738e-06   2.4758207760e-02   5.2761187734e-06   2.7792986158e-02       1.145700       1.149200
   134   5.3672175947e-06   2.4917005868e-02   5.6518975928e-06   3.0997487192e-02       1.158100       1.163600
   135   5.3672680391e-06   2.4917380571e-02   5.6499139666e-06   3.0980571570e-02       1.158200       1.163600
   136   5.1551370023e-06   2.3341664447e-02   5.1259874993e-06   2.6512722880e-02       1.191200       1.193800
   137   5.1579510728e-06   2.3362567452e-02   5.1285759515e-06   2.6534796231e-02       1.191200       1.193800
   138   6.1017434358e-06   3.0373087302e-02   6.1247089797e-06   3.5029445620e-02       1.203300       1.205800
   139   6.1035559041e-06   3.0386550374e-02   6.1258916732e-06   3.5039531188e-02       1.203300       1.205800
   140   5.1004991806e-06   2.2935812960e-02   5.1194851636e-06   2.6457273396e-02       1.207800       1.211500
   141   6.0953838816e-06   3.0325848330e-02   6.2799582720e-06   3.6353353441e-02       1.232100       1.247200
   142   6.0973804991e-06   3.0340679268e-02   6.2812319715e-06   3.6364215073e-02       1.232100       1.247200
   143   6.1344927428e-06   3.0616350201e-02   6.0423811149e-06   3.4327384423e-02       1.293500       1.310500
   144   5.2096025174e-06   2.3746236035e-02   5.2001721433e-06   2.7145341740e-02       1.489100       1.495400
   145   5.5759388026e-06   2.6467393674e-02   5.6345408508e-06   3.0849475397e-02       1.602200       1.621500
   146   5.5758922745e-06   2.6467048062e-02   5.6344644209e-06   3.0848823631e-02       1.602200       1.621600
   147   7.2210439654e-06   3.8687287424e-02   7.2129510310e-06   4.4309566262e-02       1.919500       1.929100
   148   7.0843634303e-06   3.7672020039e-02   7.1076221117e-06   4.3411360687e-02       2.189700       2.192300
   149   7.0877651180e-06   3.7697287884e-02   7.1093091209e-06   4.3425746869e-02       2.189700       2.192400
   150   5.8600115888e-06   2.8577495413e-02   5.8021102528e-06   3.2278444498e-02       2.195600       2.204500
   151   5.7720587728e-06   2.7924179083e-02   5.7607905988e-06   3.1926085964e-02       2.227500       2.229700
   152   5.7645357504e-06   2.7868297833e-02   5.7514481441e-06   3.1846417009e-02       2.227600       2.229700
   153   6.9674666551e-06   3.6803707055e-02   6.9637752676e-06   4.2184688674e-02       2.230700       2.232100
   154   7.5005654276e-06   4.0763581782e-02   7.5058304318e-06   4.6807132102e-02       2.255800       2.261100
   155   5.3207512887e-06   2.4571852662e-02   5.3255021802e-06   2.8214109356e-02       2.277000       2.280000
   156   5.3209736900e-06   2.4573504665e-02   5.3256969036e-06   2.8215769884e-02       2.277000       2.280100
   157   7.4744091003e-06   4.0569291747e-02   7.6343888192e-06   4.7903429882e-02       2.467600       2.499400
   158   7.4755154249e-06   4.0577509561e-02   7.6354666191e-06   4.7912620955e-02       2.467700       2.499500
   159   7.4979167780e-06   4.0743907528e-02   7.4585433298e-06   4.6403885407e-02       3.428900       3.455500
   160   8.2560630447e-06   4.6375442238e-02   8.2238213436e-06   5.2929889694e-02       3.700500       3.702700
   161   8.2547944088e-06   4.6366018771e-02   8.2226776262e-06   5.2920136500e-02       3.700500       3.702800
   162   4.8497375556e-06   2.1073147592e-02   4.8607510334e-06   2.4250885636e-02       3.719300       3.723100
   163   6.7467503874e-06   3.5164219562e-02   6.7535867558e-06   4.0392279766e-02       3.758400       3.759100
   164   7.2256628654e-06   3.8721596761e-02   7.2239361518e-06   4.4403243258e-02       3.768200       3.769500
   165   7.2201787659e-06   3.8680860694e-02   7.2188393174e-06   4.4359779363e-02       3.768200       3.769500
   166   5.6110415274e-06   2.6728137836e-02   5.4926393210e-06   2.9639392296e-02       3.779800       3.781500
   167   5.6115576691e-06   2.6731971753e-02   5.4926474019e-06   2.9639461207e-02       3.779900       3.781500
   168   4.0700934061e-06   1.5281925921e-02   4.0377850689e-06   1.7232940111e-02       3.785500       3.788500
   169   6.2922374181e-06   3.1788082693e-02   6.2943297459e-06   3.6475907988e-02       3.789500       3.790700
   170   4.5199987800e-06   1.8623837424e-02   4.6334692820e-06   2.2312711982e-02       3.790300       3.794400
   171   6.2396321153e-06   3.1397328822e-02   6.2557822655e-06   3.6147189512e-02       3.812100       3.814100
   172   6.2402662835e-06   3.1402039443e-02   6.2509485554e-06   3.6105969442e-02       3.812100       3.814100
   173   4.4068176834e-06   1.7783124620e-02   4.4182341126e-06   2.0477267068e-02       3.812800       3.816700
   174   6.5929971560e-06   3.4022135642e-02   6.6105333534e-06   3.9172373927e-02       3.835100       3.839700
   175   6.5922189947e-06   3.4016355435e-02   6.6097029898e-06   3.9165292897e-02       3.835100       3.839700
   176   7.8943083473e-06   4.3688316780e-02   7.9083839500e-06   5.0239957740e-02       3.950800       3.957000
   177   7.8940982410e-06   4.3686756103e-02   7.9082841863e-06   5.0239106993e-02       3.950800       3.957000
   178   6.8544456100e-06   3.5964183119e-02   6.8380642214e-06   4.1112671954e-02       3.955000       3.960300
   179   6.3284258765e-06   3.2056891719e-02   6.2987351310e-06   3.6513475462e-02       3.997900       4.006700
   180   8.2419055038e-06   4.6270279572e-02   8.2220239380e-06   5.2914562092e-02       4.335800       4.338600
   181   8.2417060673e-06   4.6268798151e-02   8.2218006015e-06   5.2912657562e-02       4.335800       4.338700
   182   6.3456077115e-06   3.2184518939e-02   6.3752663747e-06   3.7166105245e-02       4.374300       4.383900
   183   8.2786701972e-06   4.6543368890e-02   8.2764379018e-06   5.3378583996e-02       4.405500       4.405700
   184   7.8789853688e-06   4.3574497205e-02   7.8833859331e-06   5.0026784014e-02       4.422600       4.423600
   185   7.8520340069e-06   4.3374301627e-02   7.8707353253e-06   4.9918904369e-02       4.422700       4.423600
   186   8.4004323370e-06   4.7447821958e-02   8.4184254298e-06   5.4589400457e-02       4.423000       4.424500
   187   6.5582711423e-06   3.3764189702e-02   6.4510781254e-06   3.7812599462e-02       4.434600       4.436800
   188   6.5683595868e-06   3.3839126991e-02   6.4608068818e-06   3.7895562653e-02       4.434600       4.436800
   189   7.0924635924e-06   3.7732188302e-02   6.9952099356e-06   4.2452751750e-02       4.445900       4.448200
   190   7.0969779214e-06   3.7765720882e-02   7.0019279530e-06   4.2510040486e-02       4.446000       4.448300
   191   7.7732363583e-06   4.2788990174e-02   7.7542400358e-06   4.8925476170e-02       4.450400       4.452100
   192   7.9087014308e-06   4.3795229064e-02   7.8627429151e-06   4.9850748088e-02       4.467900       4.470400
   193   7.9126669008e-06   4.3824684702e-02   7.8663901744e-06   4.9881850550e-02       4.468000       4.470400
   194   8.8425414728e-06   5.0731822755e-02   7.6835095508e-06   4.8322313084e-02       4.492600       4.499900
   195   7.6883377487e-06   4.2158360587e-02   7.6036244498e-06   4.7641082862e-02       4.496700       4.500000
   196   7.6949926988e-06   4.2207793770e-02   8.7465973930e-06   5.7387928052e-02       4.496800       4.500600
   197   8.6186601506e-06   4.9068825135e-02   8.7343173460e-06   5.7283208410e-02       4.501500       4.507400
   198   7.6463483984e-06   4.1846462351e-02   8.1053880243e-06   5.1919934703e-02       4.528300       4.533100
   199   7.9847928752e-06   4.4360438746e-02   7.1983188892e-06   4.4184788837e-02       4.528300       4.534500
   200   7.6796174932e-06   4.2093586251e-02   7.2109997153e-06   4.4292926172e-02       4.528400       4.534600
   201   9.7427930535e-06   5.7418920281e-02   9.7499152604e-06   6.5943847059e-02       4.775700       4.804300
   202   9.7437558560e-06   5.7426072008e-02   9.7507749963e-06   6.5951178565e-02       4.775800       4.804400
   203   5.7621341204e-06   2.7850458448e-02   6.2329575096e-06   3.5952548542e-02       5.221900       5.224900
   204   6.2733067652e-06   3.1647465198e-02   6.2350011738e-06   3.5969976145e-02       5.223700       5.224900
   205   6.2734549795e-06   3.1648566138e-02   5.8259761559e-06   3.2481963982e-02       5.223800       5.225800
   206   5.6117502059e-06   2.6733401923e-02   5.5928541903e-06   3.0493987169e-02       5.254900       5.256000
   207   5.6272859226e-06   2.6848801723e-02   5.6201083241e-06   3.0726400215e-02       5.254900       5.256000
   208   5.8920385779e-06   2.8815392912e-02   5.8911353652e-06   3.3037617315e-02       5.256000       5.256600
   209   5.2485396421e-06   2.4035462241e-02   5.2848974657e-06   2.7867847558e-02       5.263800       5.266000
   210   5.8007816071e-06   2.8137533215e-02   5.8067116920e-06   3.2317683849e-02       5.273800       5.274900
   211   5.7974189241e-06   2.8112555098e-02   5.8032338704e-06   3.2288026288e-02       5.273800       5.274900
   212   6.3314023375e-06   3.2079000966e-02   6.3409070154e-06   3.6873101498e-02       5.287300       5.288300
   213   5.5498601091e-06   2.6273680305e-02   5.5863540373e-06   3.0438556298e-02       5.293400       5.295500
   214   5.5521854910e-06   2.6290953316e-02   5.5883139070e-06   3.0455269333e-02       5.293400       5.295500
   215   5.0805290779e-06   2.2787474398e-02   5.0760898464e-06   2.6087214384e-02       5.328200       5.330300
   216   5.0807037217e-06   2.2788771659e-02   5.0762665198e-06   2.6088720989e-02       5.328200       5.330300
   217   5.1187491268e-06   2.3071374144e-02   5.1223356121e-06   2.6481580954e-02       5.408500       5.411000
   218   5.1187181875e-06   2.3071144326e-02   5.1222007263e-06   2.6480430699e-02       5.408600       5.411100
   219   4.9103388836e-06   2.1523296194e-02   5.0563469211e-06   2.5918854111e-02       5.416700       5.419900
   220   5.6001876063e-06   2.6647514563e-02   5.6421668198e-06   3.0914506804e-02       5.431100       5.434300
   221   5.1385325976e-06   2.3218326397e-02   5.1898154430e-06   2.7057023679e-02       5.432300       5.435600
   222   5.0142525346e-06   2.2295170116e-02   5.0100023735e-06   2.5523645166e-02       5.470600       5.475500
   223   5.0153941190e-06   2.2303649841e-02   5.0111282879e-06   2.5533246543e-02       5.470700       5.475500
   224   6.0794533253e-06   3.0207515648e-02   6.0794410416e-06   3.4643417599e-02       5.501300       5.502100
   225   5.6833722997e-06   2.7265413125e-02   5.7000951639e-06   3.1408498027e-02       5.519200       5.522800
   226   5.6833386123e-06   2.7265162895e-02   5.6999812287e-06   3.1407526431e-02       5.519200       5.522800
   227   1.0894314323e-05   6.5972457091e-02   1.0739019794e-05   7.4378560080e-02       5.622500       5.637100
   228   6.3993849089e-06   3.2583977680e-02   6.3676855567e-06   3.7101458869e-02       5.711100       5.713500
   229   6.3987564687e-06   3.2579309607e-02   6.3670857529e-06   3.7096343967e-02       5.711200       5.713600
   230   5.4713535182e-06   2.5690530838e-02   5.4751849546e-06   2.9490547996e-02       5.811000       5.811900
   231   5.4713001267e-06   2.5690134244e-02   5.4750425560e-06   2.9489333675e-02       5.811000       5.811900
   232   8.3427288070e-06   4.7019198292e-02   8.3504203699e-06   5.4009478776e-02       5.816500       5.821900
   233   5.7190673994e-06   2.7530557467e-02   5.7118582528e-06   3.1508809244e-02       5.826800       5.829100
   234   5.5337360068e-06   2.6153909958e-02   5.5308200473e-06   2.9964983230e-02       5.834800       5.836300
   235   5.5330066875e-06   2.6148492550e-02   5.5300213250e-06   2.9958172026e-02       5.834900       5.836400
   236   6.5135175484e-06   3.3431758576e-02   6.5290607881e-06   3.8477606404e-02       5.857400       5.860100
   237   5.7660277899e-06   2.7879380750e-02   5.7667574869e-06   3.1976969351e-02       5.867500       5.871500
   238   5.7660002864e-06   2.7879176452e-02   5.7666322891e-06   3.1975901711e-02       5.867500       5.871500
   239   5.7340474073e-06   2.7641829445e-02   5.7326363123e-06   3.1685996753e-02       5.874800       5.879500
   240   6.1405025164e-06   3.0660990991e-02   6.1345115101e-06   3.5113037929e-02       5.877300       5.880900
   241   5.6544179975e-06   2.7050339643e-02   5.6439193581e-06   3.0929451795e-02       5.887300       5.889300
   242   5.6545812246e-06   2.7051552099e-02   5.6437002086e-06   3.0927582970e-02       5.887300       5.889300
   243   6.2852725681e-06   3.1736347564e-02   6.3400642493e-06   3.6865914705e-02       5.896900       5.901400
   244   5.4350982191e-06   2.5421225316e-02   5.4235201649e-06   2.9049970020e-02       5.920800       5.922600
   245   6.6715647932e-06   3.4605738564e-02   6.7051113720e-06   3.9978899848e-02       5.932400       5.937300
   246   6.6700669963e-06   3.4594612880e-02   6.7043499310e-06   3.9972406565e-02       5.932500       5.937400
   247   5.3424453094e-06   2.4732996541e-02   5.3234426123e-06   2.8196546132e-02       5.944000       5.950500
   248   5.3431623948e-06   2.4738323074e-02   5.3239350828e-06   2.8200745736e-02       5.944100       5.950500
   249   6.4925739610e-06   3.3276188939e-02   6.5370621593e-06   3.8545839100e-02       5.949700       5.960700
   250   6.2968610532e-06   3.1822427202e-02   6.3087274612e-06   3.6598686312e-02       5.989700       5.993500
   251   6.2967622633e-06   3.1821693388e-02   6.3082628883e-06   3.6594724608e-02       5.989700       5.993500
   252   7.2812949191e-06   3.9134833434e-02   7.4924518984e-06   4.6693044980e-02       6.022300       6.034100
   253   7.2825266974e-06   3.9143983123e-02   7.4932096823e-06   4.6699507077e-02       6.022300       6.034100
   254   6.8868438018e-06   3.6204837923e-02   6.8679206181e-06   4.1367276123e-02       6.339600       6.349500
   255   6.6369392426e-06   3.4348538866e-02   6.6067999609e-06   3.9140536954e-02       6.373200       6.391100
   256   6.6368905566e-06   3.4348177226e-02   6.6066640255e-06   3.9139377748e-02       6.373200       6.391100
   257   5.8055117972e-06   2.8172669218e-02   5.8129601207e-06   3.2370968108e-02       6.841100       6.844200
