# k-point: 0.000000  0.000000  0.000000
# band     ipr_up            ipr_norm_up       ipr_dw            ipr_norm_dw       Energy_up(eV)   Energy_dw(eV)
    35   6.4816316921e-06   2.4806980601e-02   6.3792538529e-06   2.3173231648e-02      -3.401600      -3.390100
    36   6.4808419280e-06   2.4799689761e-02   6.3787341042e-06   2.3168638278e-02      -3.401600      -3.390100
    37   5.8905614106e-06   1.9350416322e-02   5.7197883110e-06   1.7345090607e-02      -3.364100      -3.353700
    38   5.8900936797e-06   1.9346098386e-02   5.7197028282e-06   1.7344335138e-02      -3.364100      -3.353700
    39   6.2300242469e-06   2.2484224339e-02   6.1749903049e-06   2.1368017134e-02      -3.319300      -3.312800
    40   6.2283566023e-06   2.2468829198e-02   6.1733447639e-06   2.1353474380e-02      -3.319300      -3.312800
    41   7.6246371445e-06   3.5358826833e-02   7.5920627901e-06   3.3891640862e-02      -3.295800      -3.290800
    42   6.9722858259e-06   2.9336536398e-02   6.3993456827e-06   2.3350796676e-02      -3.293100      -3.288100
    43   6.4678715899e-06   2.4679951913e-02   6.4009874109e-06   2.3365305734e-02      -3.292500      -3.288100
    44   6.4625313231e-06   2.4630652346e-02   6.9640865604e-06   2.8341792077e-02      -3.292500      -3.286000
    45   6.6195833874e-06   2.6080504777e-02   6.5907026283e-06   2.5041946853e-02      -3.287200      -3.282500
    46   6.7963720893e-06   2.7712559282e-02   6.7774805605e-06   2.6692629206e-02      -3.285600      -3.281800
    47   6.7950756743e-06   2.7700591210e-02   6.7753974599e-06   2.6674219443e-02      -3.285600      -3.281800
    48   5.9625685600e-06   2.0015162379e-02   6.0519962346e-06   2.0281035718e-02      -3.279200      -3.273500
    49   5.9605538590e-06   1.9996563329e-02   6.0513126855e-06   2.0274994735e-02      -3.279200      -3.273500
    50   6.9591773629e-06   2.9215523427e-02   7.0451198904e-06   2.9057938178e-02      -3.274300      -3.270300
    51   6.4217741951e-06   2.4254396094e-02   7.0800460480e-06   2.9366604150e-02      -3.268800      -3.262100
    52   6.4264257169e-06   2.4297337397e-02   7.0735487226e-06   2.9309182910e-02      -3.268800      -3.262100
    53   6.8385735695e-06   2.8102149313e-02   6.8070837815e-06   2.6954252803e-02      -3.267200      -3.261500
    54   6.8363684564e-06   2.8081792442e-02   6.8021423375e-06   2.6910581936e-02      -3.267200      -3.261500
    55   7.2284100854e-06   3.1700990388e-02   7.2399243145e-06   3.0779556043e-02      -3.263000      -3.259900
    56   8.2464770813e-06   4.1099446337e-02   8.2498898536e-06   3.9705301566e-02      -3.242900      -3.240000
    57   6.5451346594e-06   2.5393218878e-02   6.5098358360e-06   2.4327272559e-02      -2.972300      -2.963000
    58   6.3877491067e-06   2.3940287794e-02   6.4445958179e-06   2.3750702590e-02      -2.804800      -2.795300
    59   6.4537358451e-06   2.4549455418e-02   6.4780844513e-06   2.4046664193e-02      -2.622100      -2.611100
    60   6.4537245151e-06   2.4549350824e-02   6.4779974412e-06   2.4045895226e-02      -2.622100      -2.611100
    61   5.5048192666e-06   1.5789373126e-02   5.5138734218e-06   1.5525282080e-02      -2.541100      -2.533300
    62   5.5874786713e-06   1.6552457262e-02   5.5858954954e-06   1.6161789640e-02      -2.532700      -2.524900
    63   5.5888017776e-06   1.6564671739e-02   5.5870750603e-06   1.6172214248e-02      -2.532700      -2.524900
    64   4.8335392090e-06   9.5923388673e-03   4.8507085363e-06   9.6644474486e-03      -2.520500      -2.516200
    65   4.8311017957e-06   9.5698374788e-03   4.8491362511e-06   9.6505521058e-03      -2.520400      -2.516200
    66   7.7073925690e-06   3.6122797392e-02   7.7641777500e-06   3.5412736656e-02      -2.516000      -2.509200
    67   6.1924939985e-06   2.2137757566e-02   6.1637354842e-06   2.1268550706e-02      -2.513500      -2.508600
    68   6.1963333790e-06   2.2173201450e-02   6.1886699074e-06   2.1488912992e-02      -2.513500      -2.508600
    69   5.5719015317e-06   1.6408654289e-02   5.5704062016e-06   1.6024900321e-02      -2.496000      -2.491100
    70   5.6849660112e-06   1.7452427965e-02   5.6957653486e-06   1.7132783512e-02      -2.480600      -2.475500
    71   5.6861175323e-06   1.7463058424e-02   5.6968848960e-06   1.7142677706e-02      -2.480600      -2.475500
    72   7.7494613278e-06   3.6511162184e-02   7.7375010698e-06   3.5176976871e-02      -2.471300      -2.465100
    73   6.2292863361e-06   2.2477412191e-02   6.2556753669e-06   2.2081085356e-02      -2.468700      -2.464000
    74   6.2289204267e-06   2.2474034237e-02   6.2550245336e-06   2.2075333504e-02      -2.468700      -2.464000
    75   5.7557470460e-06   1.8105854940e-02   5.7535643875e-06   1.7643592538e-02      -2.465600      -2.461800
    76   6.3665001861e-06   2.3744124825e-02   6.4052663452e-06   2.3403121558e-02      -2.462600      -2.458800
    77   6.3673311526e-06   2.3751796031e-02   6.4058160088e-06   2.3407979305e-02      -2.462600      -2.458800
    78   6.5903843849e-06   2.5810949295e-02   6.5398988876e-06   2.4592959989e-02      -2.453700      -2.447300
    79   7.7199750809e-06   3.6238954957e-02   7.6717426344e-06   3.4595825299e-02      -2.438500      -2.432100
    80   7.7198793495e-06   3.6238071197e-02   7.6716937240e-06   3.4595393045e-02      -2.438500      -2.432100
    81   6.4233362762e-06   2.4268816707e-02   6.4342342109e-06   2.3659130092e-02      -1.868000      -1.845800
    82   8.2145454414e-06   4.0804664057e-02   8.2824140826e-06   3.9992740078e-02      -1.071300      -1.057400
    83   7.4842958590e-06   3.4063242756e-02   7.4688250446e-06   3.2802505924e-02      -0.891800      -0.885200
    84   7.4842337791e-06   3.4062669654e-02   7.4686946020e-06   3.2801353115e-02      -0.891800      -0.885100
    85   7.0673270368e-06   3.0213925251e-02   7.0111355541e-06   2.8757595714e-02      -0.864200      -0.856200
    86   7.0671965914e-06   3.0212721022e-02   7.0108892506e-06   2.8755418965e-02      -0.864100      -0.856200
    87   7.0247613836e-06   2.9820973296e-02   7.0169980949e-06   2.8809406935e-02      -0.855200      -0.849800
    88   6.8677647526e-06   2.8371632608e-02   6.8764119304e-06   2.7566952337e-02      -0.844900      -0.837400
    89   6.8674542104e-06   2.8368765786e-02   6.8762759945e-06   2.7565750979e-02      -0.844900      -0.837400
    90   7.5660420199e-06   3.4817896128e-02   7.5331427892e-06   3.3370925141e-02      -0.825200      -0.819500
    91   6.3792148017e-06   2.3861501927e-02   6.3073405562e-06   2.2537685423e-02      -0.813100      -0.806900
    92   6.3792194388e-06   2.3861544736e-02   6.3073597104e-06   2.2537854701e-02      -0.813100      -0.806900
    93   6.6288085293e-06   2.6165668218e-02   6.6230252018e-06   2.5327603200e-02      -0.543800      -0.530000
    94   7.4808234788e-06   3.4031186896e-02   7.4097834727e-06   3.2280715798e-02       0.275200       0.292200
    95   5.4390876127e-06   1.5182560356e-02   5.3678094574e-06   1.4234416475e-02       0.389800       0.398000
    96   5.4389732553e-06   1.5181504647e-02   5.3676370293e-06   1.4232892612e-02       0.389800       0.398000
    97   4.9341410870e-06   1.0521061951e-02   4.8970021430e-06   1.0073575222e-02       0.444100       0.451200
    98   4.9344055564e-06   1.0523503444e-02   4.8972330386e-06   1.0075615803e-02       0.444100       0.451200
    99   5.8545918066e-06   1.9018356899e-02   5.8763688873e-06   1.8728898592e-02       0.550700       0.555800
   100   7.4978625444e-06   3.4188485883e-02   7.4297009780e-06   3.2456740204e-02       0.711200       0.724400
   101   8.8733064703e-06   4.6886126805e-02   8.8622780529e-06   4.5117388431e-02       0.824000       0.834200
   102   8.8729298122e-06   4.6882649623e-02   8.8619071623e-06   4.5114110621e-02       0.824000       0.834200
   103   5.8783555774e-06   1.9237736129e-02   6.2604907584e-06   2.2123642213e-02       0.914900       0.923900
   104   5.8792593502e-06   1.9246079459e-02   6.2625634828e-06   2.2141960274e-02       0.914900       0.923900
   105   6.9538155512e-06   2.9166024964e-02   8.0153904407e-06   3.7632872356e-02       0.923300       0.930500
   106   6.9480940115e-06   2.9113205613e-02   7.6696794213e-06   3.4577591295e-02       0.923300       0.931400
   107   7.9912720086e-06   3.8743477974e-02   7.6821332603e-06   3.4687654256e-02       0.925700       0.931500
   108   7.0468369327e-06   3.0024767424e-02   7.0902566669e-06   2.9456842264e-02       0.955500       0.963400
   109   7.0451836538e-06   3.0009504903e-02   7.0879710263e-06   2.9436642519e-02       0.955500       0.963500
   110   7.5519484083e-06   3.4687788593e-02   7.5439239645e-06   3.3466205647e-02       0.966500       0.972500
   111   6.8032598999e-06   2.7776145258e-02   6.8174460505e-06   2.7045831152e-02       0.994500       1.001700
   112   7.2551159190e-06   3.1947529762e-02   7.2798183568e-06   3.1132126557e-02       1.004000       1.010000
   113   7.2560936537e-06   3.1956555884e-02   7.2810218745e-06   3.1142762854e-02       1.004000       1.010000
   114   6.3591788341e-06   2.3676536537e-02   7.3031212231e-06   3.1338069678e-02       1.012500       1.018200
   115   6.9843483180e-06   2.9447893313e-02   7.2885183806e-06   3.1209014526e-02       1.013200       1.018200
   116   6.9743940546e-06   2.9355998864e-02   7.0172648999e-06   2.8811764870e-02       1.013200       1.020400
   117   7.1195026871e-06   3.0695593504e-02   7.0234691335e-06   2.8866595860e-02       1.015900       1.020400
   118   7.1226896173e-06   3.0725014184e-02   7.9876596485e-06   3.7387796673e-02       1.015900       1.020600
   119   7.5015665139e-06   3.4222679698e-02   6.0305038110e-06   2.0091092698e-02       1.016200       1.021600
   120   7.5749074631e-06   3.4899738952e-02   7.4739406994e-06   3.2847716410e-02       1.035700       1.040200
   121   7.2006789753e-06   3.1444986001e-02   7.1722823977e-06   3.0181758878e-02       1.035900       1.040700
   122   7.1933938673e-06   3.1377732307e-02   7.1861468573e-06   3.0304288443e-02       1.036000       1.040700
   123   7.5824929620e-06   3.4969765755e-02   7.5289207061e-06   3.3333611750e-02       1.042000       1.045100
   124   5.4537363129e-06   1.5317792285e-02   5.4299074200e-06   1.4783217984e-02       1.157800       1.166400
   125   5.7472293309e-06   1.8027222226e-02   5.7484696105e-06   1.7598566563e-02       1.170300       1.176100
   126   5.7468700981e-06   1.8023905909e-02   5.7482767033e-06   1.7596861712e-02       1.170300       1.176100
   127   6.1481384222e-06   2.1728281636e-02   5.2712904712e-06   1.3381413203e-02       1.181500       1.184000
   128   5.2757029510e-06   1.3674247493e-02   5.2921662158e-06   1.3565906215e-02       1.181600       1.188100
   129   5.3046406649e-06   1.3941390845e-02   5.2918549476e-06   1.3563155329e-02       1.184400       1.188200
   130   5.3078492831e-06   1.3971011741e-02   6.1689052946e-06   2.1314239801e-02       1.184400       1.189100
   131   5.1639057298e-06   1.2642172724e-02   5.0543090502e-06   1.1463802283e-02       1.202100       1.207600
   132   5.1643069036e-06   1.2645876227e-02   5.0543143236e-06   1.1463848888e-02       1.202100       1.207600
   133   5.0537278436e-06   1.1625047119e-02   5.0676046638e-06   1.1581304573e-02       1.209100       1.213700
   134   5.0530387870e-06   1.1618685978e-02   5.0667857325e-06   1.1574067126e-02       1.209100       1.213700
   135   5.3897915618e-06   1.4727475608e-02   5.3614375207e-06   1.4178103380e-02       1.216000       1.224000
   136   5.0072290125e-06   1.1195785373e-02   4.8858483673e-06   9.9750017961e-03       1.238200       1.241300
   137   5.0025264337e-06   1.1152372729e-02   5.3480988735e-06   1.4060220773e-02       1.238200       1.242000
   138   5.2901475025e-06   1.3807594789e-02   5.3532929580e-06   1.4106124395e-02       1.238700       1.242000
   139   4.8906941027e-06   1.0119973840e-02   5.2406924961e-06   1.3110998294e-02       1.238800       1.243700
   140   5.1184393262e-06   1.2222442007e-02   5.4468579390e-06   1.4933021133e-02       1.243500       1.249100
   141   5.1263204015e-06   1.2295197472e-02   5.4524788281e-06   1.4982696716e-02       1.243500       1.249100
   142   5.0611429932e-06   1.1693501314e-02   5.3638661819e-06   1.4199567094e-02       1.249000       1.253400
   143   5.0625533445e-06   1.1706521209e-02   5.3658571445e-06   1.4217162572e-02       1.249100       1.253400
   144   5.8129666250e-06   1.8634087065e-02   5.8880315979e-06   1.8831969819e-02       1.291900       1.310900
   145   6.1230639836e-06   2.1496802757e-02   6.1159888877e-06   2.0846581883e-02       1.433500       1.446100
   146   6.1229058789e-06   2.1495343187e-02   6.1158122534e-06   2.0845020846e-02       1.433500       1.446100
   147   6.7934846541e-06   2.7685903440e-02   6.8276617299e-06   2.7136113989e-02       1.991700       2.000900
   148   6.9271691480e-06   2.8920034231e-02   6.9319290751e-06   2.8057594726e-02       2.198500       2.206000
   149   6.9271504897e-06   2.8919861984e-02   6.9318537815e-06   2.8056929306e-02       2.198500       2.206000
   150   6.0640124524e-06   2.0951658659e-02   5.9342502515e-06   1.9240435182e-02       2.211600       2.222700
   151   7.4771073404e-06   3.3996880743e-02   7.4760049699e-06   3.2865959758e-02       2.229900       2.233200
   152   6.7803527486e-06   2.7564674056e-02   5.9898415207e-06   1.9731732659e-02       2.271200       2.278100
   153   6.0050168686e-06   2.0407031048e-02   5.9853031391e-06   1.9691623925e-02       2.273700       2.278100
   154   6.0064503662e-06   2.0420264621e-02   6.7203937855e-06   2.6188114937e-02       2.273700       2.278700
   155   6.4155890539e-06   2.4197296928e-02   6.3450952515e-06   2.2871349086e-02       2.282300       2.288800
   156   6.4160927524e-06   2.4201946904e-02   6.3457909949e-06   2.2877497840e-02       2.282300       2.288800
   157   6.7295494589e-06   2.7095674979e-02   6.6978773106e-06   2.5989121686e-02       2.339500       2.349500
   158   6.7295875362e-06   2.7096026497e-02   6.6979314830e-06   2.5989600444e-02       2.339500       2.349500
   159   7.3982207453e-06   3.3268625930e-02   7.3655691852e-06   3.1889964368e-02       3.271600       3.301600
   160   9.9177208516e-06   5.6527813056e-02   9.4965229818e-06   5.0722637933e-02       3.691400       3.702600
   161   9.9174651227e-06   5.6525452252e-02   9.4963044134e-06   5.0720706297e-02       3.691400       3.702700
   162   5.3859231093e-06   1.4691763340e-02   5.3381261221e-06   1.3972084854e-02       3.718200       3.727700
   163   5.4113227398e-06   1.4926244283e-02   5.3601047634e-06   1.4166324906e-02       3.766300       3.778600
   164   5.0999290651e-06   1.2051561431e-02   5.0665116979e-06   1.1571645297e-02       3.808600       3.814900
   165   5.0999386116e-06   1.2051649561e-02   5.0664944633e-06   1.1571492983e-02       3.808600       3.815000
   166   4.4754928596e-06   6.2869740379e-03   5.9799174876e-06   1.9644027297e-02       3.835300       3.841300
   167   5.9787406894e-06   2.0164458100e-02   5.9849614290e-06   1.9688604003e-02       3.836000       3.841300
   168   5.9592059865e-06   1.9984120219e-02   4.6653463084e-06   8.0262766282e-03       3.836100       3.843300
   169   6.1861496234e-06   2.2079188405e-02   6.1898822501e-06   2.1499627282e-02       3.843000       3.846800
   170   5.4858911701e-06   1.5614635233e-02   5.3536205858e-06   1.4109019863e-02       3.847700       3.853300
   171   5.7867280350e-06   1.8391861128e-02   5.6079005079e-06   1.6356262752e-02       3.852300       3.855900
   172   5.7852343012e-06   1.8378071474e-02   5.6053322199e-06   1.6333565061e-02       3.852300       3.855900
   173   6.4130019067e-06   2.4173413245e-02   6.5548643376e-06   2.4725219747e-02       3.856300       3.859700
   174   6.4275381421e-06   2.4307606936e-02   6.5717708624e-06   2.4874634091e-02       3.856300       3.859700
   175   7.1280608101e-06   3.0774599249e-02   7.1951286495e-06   3.0383666589e-02       3.857300       3.860600
   176   7.7488735148e-06   3.6505735689e-02   7.7598160164e-06   3.5374189079e-02       3.991400       3.999800
   177   7.7483286875e-06   3.6500706025e-02   7.7595193370e-06   3.5371567123e-02       3.991500       3.999800
   178   8.3262318388e-06   4.1835715737e-02   8.3831527857e-06   4.0883035829e-02       4.001500       4.014100
   179   6.4054236770e-06   2.4103453548e-02   6.3741241746e-06   2.3127897226e-02       4.016900       4.023900
   180   8.5234349604e-06   4.3656229375e-02   8.5457819283e-06   4.2320299068e-02       4.341800       4.352800
   181   8.5235345405e-06   4.3657148666e-02   8.5458317615e-06   4.2320739477e-02       4.341800       4.352800
   182   6.0755461066e-06   2.1058133518e-02   6.1205171177e-06   2.0886600900e-02       4.381000       4.393600
   183   6.7261671454e-06   2.7064450586e-02   6.8220779210e-06   2.7086766110e-02       4.438300       4.449600
   184   7.5366906650e-06   3.4546934180e-02   7.5072370797e-06   3.3141978942e-02       4.442100       4.452100
   185   7.5393316970e-06   3.4571315310e-02   7.5120361186e-06   3.3184391281e-02       4.442100       4.453200
   186   7.5332478024e-06   3.4515150818e-02   7.5143868186e-06   3.3205165999e-02       4.448200       4.453200
   187   6.8835164451e-06   2.8517046995e-02   7.0040275985e-06   2.8694777925e-02       4.474200       4.479200
   188   6.8845555467e-06   2.8526639635e-02   7.0050735707e-06   2.8704021885e-02       4.474200       4.479200
   189   7.4729570421e-06   3.3958566569e-02   7.0539100740e-06   2.9135622949e-02       4.495800       4.502600
   190   7.4743043430e-06   3.3971004402e-02   7.0545129474e-06   2.9140950947e-02       4.495800       4.502600
   191   7.1348628227e-06   3.0837393168e-02   7.0387360064e-06   2.9001519496e-02       4.507200       4.511100
   192   7.7163151215e-06   3.6205167429e-02   7.7947675822e-06   3.5683079600e-02       4.507700       4.512600
   193   7.7227938483e-06   3.6264976881e-02   7.7969832216e-06   3.5702660698e-02       4.507800       4.512600
   194   7.6439294793e-06   3.5536927252e-02   7.7354332216e-06   3.5158701903e-02       4.513600       4.518700
   195   7.6435659075e-06   3.5533570878e-02   7.7349262822e-06   3.5154221739e-02       4.513600       4.518700
   196   7.0563040791e-06   3.0112164971e-02   7.1111474661e-06   2.9641468323e-02       4.522400       4.528500
   197   7.0543193666e-06   3.0093842765e-02   7.1017743526e-06   2.9558631808e-02       4.522400       4.528500
   198   8.8121216607e-06   4.6321288991e-02   8.5827274228e-06   4.2646811279e-02       4.524200       4.529300
   199   8.3406209225e-06   4.1968550972e-02   8.3826887722e-06   4.0878935029e-02       4.537800       4.541700
   200   8.7263927309e-06   4.5529868020e-02   8.7565297055e-06   4.4182819080e-02       4.549800       4.559500
   201   8.2694172041e-06   4.1311221923e-02   8.3101288600e-06   4.0237674227e-02       4.674500       4.684700
   202   8.2695263441e-06   4.1312229467e-02   8.3101928617e-06   4.0238239853e-02       4.674500       4.684700
   203   9.6069380748e-06   5.3658769811e-02   9.4006635097e-06   4.9875463231e-02       5.171600       5.184600
   204   9.6074263473e-06   5.3663277380e-02   9.4011809551e-06   4.9880036244e-02       5.171600       5.184600
   205   5.9325182759e-06   1.9737748149e-02   5.9073347812e-06   1.9002565047e-02       5.302800       5.308100
   206   5.8581979650e-06   1.9051647754e-02   5.7925953872e-06   1.7988535763e-02       5.305900       5.322500
   207   5.9614376023e-06   2.0004721754e-02   5.9240438240e-06   1.9150234109e-02       5.353100       5.360700
   208   5.9611171393e-06   2.0001763346e-02   5.9237094869e-06   1.9147279348e-02       5.353100       5.360800
   209   5.8783479247e-06   1.9237665482e-02   5.8757051473e-06   1.8723032675e-02       5.357700       5.363000
   210   5.6134128195e-06   1.6791872694e-02   5.5729669209e-06   1.6047531122e-02       5.375600       5.386100
   211   5.6132476880e-06   1.6790348255e-02   5.5725962955e-06   1.6044255655e-02       5.375600       5.386100
   212   5.7347681559e-06   1.7912184803e-02   5.7160005542e-06   1.7311615649e-02       5.386600       5.391500
   213   5.1865777257e-06   1.2851473051e-02   5.2160736904e-06   1.2893425332e-02       5.421200       5.425500
   214   5.1867999530e-06   1.2853524580e-02   5.2161407297e-06   1.2894017803e-02       5.421200       5.425500
   215   5.0306826067e-06   1.1412301155e-02   5.0214743296e-06   1.1173619748e-02       5.429600       5.434900
   216   5.0445688126e-06   1.1540493991e-02   5.3039544540e-06   1.3670086814e-02       5.433700       5.437500
   217   5.0471391400e-06   1.1564222399e-02   4.9188986802e-06   1.0267089666e-02       5.433700       5.438100
   218   5.3046793704e-06   1.3941748160e-02   4.9193105030e-06   1.0270729221e-02       5.434600       5.438100
   219   5.0357867328e-06   1.1459420750e-02   5.2416027218e-06   1.3119042572e-02       5.438700       5.443500
   220   5.0349096698e-06   1.1451323996e-02   5.2413093304e-06   1.3116449674e-02       5.438700       5.443500
   221   5.6993357089e-06   1.7585084235e-02   5.6960804730e-06   1.7135568479e-02       5.452000       5.456100
   222   5.6986413529e-06   1.7578674172e-02   5.6955202195e-06   1.7130617141e-02       5.452000       5.456100
   223   5.7215054024e-06   1.7789747473e-02   5.7259650657e-06   1.7399678747e-02       5.457900       5.463000
   224   5.1238194743e-06   1.2272109744e-02   4.9844004764e-06   1.0845973144e-02       5.542700       5.557700
   225   4.9033333250e-06   1.0236654937e-02   4.9116202438e-06   1.0202765222e-02       5.552700       5.559600
   226   4.9035691097e-06   1.0238831623e-02   4.9128454708e-06   1.0213593379e-02       5.552700       5.559700
   227   1.2415626320e-05   7.9587645662e-02   1.2933156779e-05   8.1094484834e-02       5.610600       5.625600
   228   5.7346919006e-06   1.7911480840e-02   5.7310548775e-06   1.7444660842e-02       5.779000       5.786800
   229   5.7343000966e-06   1.7907863835e-02   5.7306708160e-06   1.7441266632e-02       5.779000       5.786800
   230   8.3444828365e-06   4.2004202878e-02   8.4050809617e-06   4.1076829886e-02       5.808700       5.820600
   231   5.4358356818e-06   1.5152539611e-02   5.4354137780e-06   1.4831881377e-02       5.849300       5.856600
   232   5.4359347241e-06   1.5153453937e-02   5.4354940692e-06   1.4832590964e-02       5.849300       5.856600
   233   5.5098329449e-06   1.5835657737e-02   5.4857407689e-06   1.5276654883e-02       5.876700       5.882300
   234   5.5099261266e-06   1.5836517960e-02   5.4858832162e-06   1.5277913786e-02       5.876700       5.882300
   235   7.0826308081e-06   3.0355204579e-02   5.6064536429e-06   1.6343475832e-02       5.889500       5.895900
   236   5.5988711951e-06   1.6657629253e-02   5.6067524204e-06   1.6346116330e-02       5.890700       5.896000
   237   5.5989317439e-06   1.6658188220e-02   7.0007165602e-06   2.8665516050e-02       5.890700       5.896300
   238   5.3893263469e-06   1.4723180898e-02   5.4601282233e-06   1.5050299572e-02       5.897100       5.900900
   239   5.8395889237e-06   1.8879855274e-02   5.7958723892e-06   1.8017496837e-02       5.900500       5.904100
   240   5.3889218453e-06   1.4719446674e-02   5.6098092299e-06   1.6373131413e-02       5.904700       5.910700
   241   5.3895038994e-06   1.4724820004e-02   5.3797678849e-06   1.4340101151e-02       5.904700       5.911200
   242   5.5859097446e-06   1.6537973453e-02   5.3822801059e-06   1.4362303340e-02       5.906800       5.911200
   243   5.4796868854e-06   1.5557359340e-02   5.4738765505e-06   1.5171802796e-02       5.919200       5.924200
   244   5.4787221274e-06   1.5548453016e-02   5.4728366671e-06   1.5162612647e-02       5.919200       5.924200
   245   5.8023815375e-06   1.8536369057e-02   5.8858528674e-06   1.8812714911e-02       5.921900       5.927900
   246   5.8013204065e-06   1.8526573048e-02   5.8844805390e-06   1.8800586720e-02       5.921900       5.927900
   247   6.7989323711e-06   2.7736194952e-02   6.8077549588e-06   2.6960184449e-02       5.927200       5.934800
   248   6.1088254112e-06   2.1365356992e-02   5.4893507876e-06   1.5308559049e-02       5.931500       5.940300
   249   5.4756789387e-06   1.5520359310e-02   6.0581032554e-06   2.0335007573e-02       5.936300       5.941500
   250   6.3201475847e-06   2.3316213023e-02   6.3256851528e-06   2.2699808975e-02       5.953700       5.959900
   251   6.3195269216e-06   2.3310483267e-02   6.3251230900e-06   2.2694841647e-02       5.953700       5.959900
   252   5.7816098965e-06   1.8344612175e-02   5.7789002399e-06   1.7867502525e-02       6.001300       6.007300
   253   5.7813955073e-06   1.8342633005e-02   5.7786681335e-06   1.7865451244e-02       6.001300       6.007300
   254   7.3120742059e-06   3.2473349726e-02   7.2318338112e-06   3.0708054819e-02       6.255600       6.279500
   255   6.8921020989e-06   2.8596306896e-02   6.9006830477e-06   2.7781452543e-02       6.311100       6.324700
   256   6.8919272396e-06   2.8594692653e-02   6.9004640528e-06   2.7779517137e-02       6.311100       6.324700
   257   5.8973939344e-06   1.9413491910e-02   5.8720151313e-06   1.8690421519e-02       6.846300       6.854000
